Date;BRP;Unit;Production Unit Type;Pmax available;Fuel code
2016-01-01;Electrabel;Aalst Syral GT;WKK;43.0;NG
2016-01-01;Electrabel;Aalst Syral ST;WKK;5.0;NG
2016-01-01;Electrabel;Zeebrugge 2 Fluxys;WKK;40.0;NG
2016-01-01;Electrabel;Zwijndrecht Lanxess GT;WKK;43.0;NG
2016-01-01;Eneco Energy Trade;Windvision Estinnes WIND;;80.0;WI
2016-01-01;Lampiris;Intradel Herstal;IS;32.0;Other
2016-01-01;RWE Supply & Trading;INESCO WKK;CCGT;138.0;NG
2016-01-01;RWE Supply & Trading;Thorntonbank - C-Power - Area NE;;147.6;WI
2016-01-01;T-Power;T-power Beringen;CCGT;422.0;NG
2016-01-01;Uniper Global Commodities;LANGERLO 1;CL;235.0;CP
2016-01-01;Uniper Global Commodities;LANGERLO 4 REPOWERING;;43.0;NG
2016-01-01;Electrabel;Zandvliet Power;CCGT;384.0;NG
2016-01-01;Electrabel;Northwind;;216.0;WI
2016-01-01;Electrabel;Oud-Lillo Monsanto;WKK;43.0;NG
2016-01-01;Electrabel;Schaerbeek Siomab ST2;IS;15.0;Other
2016-01-01;Electrabel;SCHELLE WIND;;4.5;WI
2016-01-01;Electrabel;Turon TJ;TJ;18.6;LF
2016-01-01;Electrabel;Wilmarsdonk Total GT2;WKK;43.0;NG
2016-01-01;Electrabel;DOEL 4;NU;1038.0;NU
2016-01-01;Electrabel;Beveren Ineos Phenolchemie;WKK;22.8;NG
2016-01-01;Electrabel;CIERREUX TJ;TJ;18.6;LF
2016-01-01;Electrabel;DROGENBOS GT0;GT;48.0;NG
2016-01-01;Electrabel;HERDERSBRUG WIND;WT;3.0;WI
2016-01-01;Electrabel;IXELLES TJ;TJ;18.6;LF
2016-01-01;Electrabel;Lanaken Sappi;WKK;43.0;NG
2016-01-01;Electrabel;Belwind Phase 1;;171.0;WI
2016-01-01;Electrabel;Amercoeur 1 R TGV;CCGT;451.0;NG
2016-01-01;Axpo Trading;Froidchapelle Wind;;25.0;WI
2016-01-01;Axpo Trading;Jemeppe-sur-Sambre ST;WKK;8.0;NG
2016-01-01;EDF Luminus;Beveren 2 Indaver;IS;20.0;Other
2016-01-01;EDF Luminus;HAM32;GT;58.0;NG
2016-01-01;EDF Luminus;HU MONSIN;;19.7;WA
2016-01-01;EDF Luminus;RINGVAART STEG;CCGT;357.0;NG
2016-01-01;Axpo Trading;Jemeppe-sur-Sambre GT1;WKK;43.0;NG
2016-01-01;Electrabel;Zelzate TJ;TJ;18.6;LF
2016-01-01;Electrabel;Zwijndrecht Lanxess ST;WKK;15.0;NG
2016-01-01;Electrawinds Distributie;Electrawinds biomassa Oostende;WKK;17.9;Other
2016-01-01;Eneco Energy Trade;Thorntonbank - C-Power - Area SW;;177.6;WI
2016-01-01;Lampiris;Eurosilo;WKK;12.9;NG
2016-01-01;RWE Supply & Trading;Biostoom Oostende;CCGT;19.4;Other
2016-01-01;Uniper Global Commodities;LANGERLO 2;CL;235.0;CP
2016-01-01;Electrabel;Noordschote TJ;TJ;18.6;LF
2016-01-01;Electrabel;RODENHUIZE 4;CL;268.0;Other
2016-01-01;Electrabel;RODENHUIZE WIND;WT;4.5;WI
2016-01-01;Electrabel;SAINT-GHISLAIN STEG;CCGT;350.0;NG
2016-01-01;Electrabel;Schaerbeek Siomab ST1;IS;15.0;Other
2016-01-01;Electrabel;Wilmarsdonk Total GT3;WKK;43.0;NG
2016-01-01;Electrabel;Wilrijk Isvag;IS;10.5;Other
2016-01-01;Electrabel;TIHANGE 2;NU;1008.0;NU
2016-01-01;Electrabel;TIHANGE 1N;NU;481.0;NU
2016-01-01;Electrabel;BUTGENBACH;HU;1.8;WA
2016-01-01;Electrabel;COO I T;;474.0;WA
2016-01-01;Electrabel;La Vierre;;1.9;WA
2016-01-01;Electrabel;DROGENBOS DM 52;D;2.5;LF
2016-01-01;Electrabel;HEID-DE-GOREUX 2;HU;4.0;WA
2016-01-01;Electrabel;IVBO;IS;16.0;Other
2016-01-01;Electrabel;BEERSE TJ;TJ;33.2;LF
2016-01-01;Electrabel;LANGERBRUGGE STORA ST 2;WKK;40.0;Other
2016-01-01;Axpo Trading;Jemeppe-sur-Sambre GT2;WKK;43.0;NG
2016-01-01;EDF Luminus;ANGLEUR TG 41;GT;64.0;NG
2016-01-01;EDF Luminus;ANGLEUR TG 42;GT;64.0;NG
2016-01-01;EDF Luminus;HAM-GENT WKK;CCGT;52.0;NG
2016-01-01;EDF Luminus;HU AMPSIN-NEUVILLE;;9.9;WA
2016-01-01;EDF Luminus;HU ANDENNE;;9.0;WA
2016-01-01;EDF Luminus;ZEEBRUGGE WIND;WT;12.0;WI
2016-01-01;Electrabel;AALTER TJ;TJ;18.6;LF
2016-01-01;Electrabel;LANGERBRUGGE STORA ST 1;WKK;10.0;Other
2016-01-01;Electrabel;Lillo Degussa GT1;WKK;43.0;NG
2016-01-01;Electrabel;Zelzate 2 Knippegroen;CL;315.0;Other
2016-01-01;Electrawinds Distributie;Greenpower Oostende;IS;20.0;Other
2016-01-01;Eneco Energy Trade;WM Park Powerport Zeebrugge;;12.0;WI
2016-01-01;Enel Trade;Marcinelle Energie (Carsid);CCGT;405.0;NG
2016-01-01;Lampiris;Incinerateur THUMAIDE (IPALLE);IS;32.0;Other
2016-01-01;Lampiris;PLATE TAILLE T;;144.0;WA
2016-01-01;Uniper Global Commodities;LANGERLO 3 REPOWERING;;43.0;NG
2016-01-01;Electrabel;Lillo Degussa GT2;WKK;32.0;NG
2016-01-01;Electrabel;Zeebrugge TJ;TJ;18.6;LF
2016-01-01;Lampiris;Aspiravi Wuustwezel;;22.1;WI
2016-01-01;Electrabel;Zedelgem TJ;TJ;18.6;LF
2016-01-01;Electrabel;Scheldelaan Exxonmobil;WKK;140.0;NG
2016-01-01;Electrabel;Oorderen Bayer;WKK;43.0;NG
2016-01-01;Electrabel;Schaerbeek Siomab ST3;IS;15.0;Other
2016-01-01;Electrabel;Lillo Degussa ST;WKK;10.0;NG
2016-01-01;Electrabel;Wilmarsdonk Total GT1;WKK;43.0;NG
2016-01-01;Electrabel;TIHANGE 3;NU;1045.8;NU
2016-01-01;Electrabel;TIHANGE 1S;NU;481.0;NU
2015-01-01;Electrabel;DROGENBOS TGV;CCGT;465.0;NG
2015-01-01;Electrabel;COO I T;;474.0;WA
2015-01-01;Electrabel;Deux-Acren TJ;TJ;18.6;LF
2015-01-01;Electrabel;DOEL 4;NU;1038.0;NU
2015-01-01;Electrabel;DROGENBOS DM 51;D;2.5;LF
2015-01-01;Electrabel;Froidchapelle Wind;;25.0;WI
2015-01-01;Electrabel;HEID-DE-GOREUX 1;HU;4.0;WA
2015-01-01;Electrabel;IVBO;IS;16.0;Other
2015-01-01;Electrabel;IXELLES TJ;TJ;18.6;LF
2015-01-01;Electrabel;Jemeppe-sur-Sambre ST;WKK;8.0;NG
2015-01-01;Electrabel;La Vierre;;1.9;WA
2015-01-01;Electrabel;Beveren 2 Indaver;IS;20.0;Other
2015-01-01;EDF Luminus;Beveren Sleco;IS;54.0;Other
2015-01-01;EDF Luminus;HAM-GENT WKK;CCGT;52.0;NG
2015-01-01;EDF Luminus;IZEGEM;WKK;22.0;NG
2015-01-01;EDF Luminus;MONSIN TG2;GT;70.0;LF
2015-01-01;Electrabel;AALTER TJ;TJ;18.6;LF
2015-01-01;Electrabel;BEERSE TJ;TJ;33.2;LF
2015-01-01;Electrabel;Zwijndrecht Lanxess ST;WKK;15.0;NG
2015-01-01;Electrawinds Distributie;Greenpower Oostende;IS;20.0;Other
2015-01-01;Eneco Energy Trade;Thorntonbank - C-Power - Area SW;;177.6;WI
2015-01-01;Eneco Energy Trade;ZEEBRUGGE WIND;WT;12.0;WI
2015-01-01;Enel Trade;Marcinelle Energie (Carsid);CCGT;405.0;NG
2015-01-01;EON Global Commodities;LANGERLO 1;CL;235.0;CP
2015-01-01;EON Global Commodities;LANGERLO 3 REPOWERING;;43.0;NG
2015-01-01;Electrabel;Lillo Degussa GT1;WKK;43.0;NG
2015-01-01;Lampiris;Intradel Herstal;IS;32.0;Other
2015-01-01;Lampiris;PLATE TAILLE T;;144.0;WA
2015-01-01;RWE Supply & Trading;Biostoom Oostende;CCGT;19.4;Other
2015-01-01;RWE Supply & Trading;INESCO WKK;CCGT;138.0;NG
2015-01-01;RWE Supply & Trading Netherlands;Thorntonbank - C-Power - Area NE;;147.6;WI
2015-01-01;T-Power;T-power Beringen;CCGT;422.0;NG
2015-01-01;Electrabel;Zedelgem TJ;TJ;18.6;LF
2015-01-01;Electrabel;Lillo Degussa GT2;WKK;32.0;NG
2015-01-01;Electrabel;Lillo Degussa ST;WKK;10.0;NG
2015-01-01;Electrabel;Noordschote TJ;TJ;18.6;LF
2015-01-01;Electrabel;Oorderen Bayer;WKK;43.0;NG
2015-01-01;Electrabel;SAINT-GHISLAIN STEG;CCGT;350.0;NG
2015-01-01;Electrabel;Schaerbeek Siomab ST3;IS;15.0;Other
2015-01-01;Electrabel;Scheldelaan Exxonmobil;WKK;140.0;NG
2015-01-01;Electrabel;Wilmarsdonk Total GT3;WKK;43.0;NG
2015-01-01;Electrabel;Wilrijk Isvag;IS;10.5;Other
2015-01-01;Electrabel;CIERREUX TJ;TJ;18.6;LF
2015-01-01;Electrabel;DROGENBOS DM 52;D;2.5;LF
2015-01-01;Electrabel;DROGENBOS GT0;GT;48.0;NG
2015-01-01;Electrabel;BUTGENBACH;HU;1.8;WA
2015-01-01;Electrabel;LANGERBRUGGE STORA ST 1;WKK;10.0;Other
2015-01-01;EDF Luminus;HU AMPSIN-NEUVILLE;;9.9;WA
2015-01-01;EDF Luminus;HU ANDENNE;;9.0;WA
2015-01-01;EDF Luminus;HU FLORIFFOUX;;0.8;WA
2015-01-01;EDF Luminus;HU GRAND-MALADES;;5.0;WA
2015-01-01;EDF Luminus;HU LIXHE;HU;20.0;WA
2015-01-01;EDF Luminus;HU MONSIN;;19.7;WA
2015-01-01;EDF Luminus;RINGVAART STEG;CCGT;357.0;NG
2015-01-01;Electrabel;Aalst Syral GT;WKK;43.0;NG
2015-01-01;Electrabel;Aalst Syral ST;WKK;5.0;NG
2015-01-01;Electrabel;Amercoeur 1 R TGV;CCGT;451.0;NG
2015-01-01;Electrabel;AWIRS 4;CL;95.0;Other
2015-01-01;Electrabel;Belwind Phase 1;;171.0;WI
2015-01-01;Electrabel;LANGERBRUGGE STORA ST 2;WKK;40.0;Other
2015-01-01;EON Global Commodities;LANGERLO 2;CL;235.0;CP
2015-01-01;Electrawinds Distributie;Electrawinds biomassa Oostende;WKK;17.9;Other
2015-01-01;EON Global Commodities;LANGERLO 4 REPOWERING;;43.0;NG
2015-01-01;EON Global Commodities;VILVOORDE TGV;GT;265.0;NG
2015-01-01;Electrabel;Zeebrugge TJ;TJ;18.6;LF
2015-01-01;Electrabel;Zandvliet Power;CCGT;384.0;NG
2015-01-01;Electrabel;Schaerbeek Siomab ST2;IS;15.0;Other
2015-01-01;Electrabel;SCHELLE WIND;;4.5;WI
2015-01-01;Electrabel;TIHANGE 1S;NU;481.0;NU
2015-01-01;Electrabel;TIHANGE 2;NU;1008.0;NU
2015-01-01;Electrabel;TIHANGE 3;NU;1045.8;NU
2015-01-01;Electrabel;Wilmarsdonk Total GT1;WKK;43.0;NG
2015-01-01;EDF Luminus;ANGLEUR TG 41;GT;64.0;NG
2015-01-01;Electrabel;COO II T;;690.0;WA
2015-01-01;Electrabel;DOEL 1;NU;433.0;NU
2015-01-01;Electrabel;DOEL 2;NU;433.0;NU
2015-01-01;Electrabel;DOEL 3;NU;1006.0;NU
2015-01-01;Electrabel;HERDERSBRUG STEG;CCGT;465.0;NG
2015-01-01;Electrabel;ESCH-SUR-ALZETTE STEG;CCGT;376.4;NG
2015-01-01;Electrabel;HEID-DE-GOREUX 2;HU;4.0;WA
2015-01-01;Electrabel;BUDA TJ;TJ;18.6;LF
2015-01-01;Electrabel;HERDERSBRUG WIND;WT;3.0;WI
2015-01-01;Electrabel;Jemeppe-sur-Sambre GT1;WKK;43.0;NG
2015-01-01;Electrabel;Jemeppe-sur-Sambre GT2;WKK;43.0;NG
2015-01-01;EDF Luminus;ANGLEUR TGV3;CCGT;60.0;NG
2015-01-01;Electrabel;Beveren Ineos Phenolchemie;WKK;22.8;NG
2015-01-01;EDF Luminus;HAM31;GT;58.0;NG
2015-01-01;EDF Luminus;HAM32;GT;58.0;NG
2015-01-01;EDF Luminus;HU IVOZ-RAMET;;10.0;WA
2015-01-01;EDF Luminus;Taminco (Gent) WKK;WKK;6.3;NG
2015-01-01;Electrabel;Lanaken Sappi;WKK;43.0;NG
2015-01-01;EDF Luminus;ANGLEUR TG 42;GT;64.0;NG
2015-01-01;Electrabel;Zelzate 2 Knippegroen;CL;315.0;Other
2015-01-01;Electrabel;Zelzate TJ;TJ;18.6;LF
2015-01-01;Electrabel;Zwijndrecht Lanxess GT;WKK;43.0;NG
2015-01-01;Eneco Energy Trade;Windvision Estinnes WIND;;80.0;WI
2015-01-01;Lampiris;Aspiravi Wuustwezel;;22.1;WI
2015-01-01;Lampiris;Eurosilo;WKK;12.9;NG
2015-01-01;Lampiris;Incinerateur THUMAIDE (IPALLE);IS;32.0;Other
2015-01-01;Electrabel;Zeebrugge 2 Fluxys;WKK;40.0;NG
2015-01-01;Electrabel;Northwind;;216.0;WI
2015-01-01;Electrabel;Oud-Lillo Monsanto;WKK;43.0;NG
2015-01-01;Electrabel;RODENHUIZE 4;CL;268.0;Other
2015-01-01;Electrabel;RODENHUIZE WIND;WT;4.5;WI
2015-01-01;Electrabel;Schaerbeek Siomab ST1;IS;15.0;Other
2015-01-01;Electrabel;TIHANGE 1N;NU;481.0;NU
2015-01-01;Electrabel;Turon TJ;TJ;18.6;LF
2015-01-01;Electrabel;Wilmarsdonk Total GT2;WKK;43.0;NG
