electrical_capacity,energy_source_level_1,energy_source_level_2,energy_source_level_3,technology,data_source,nuts_1_region,nuts_2_region,nuts_3_region,lon,lat,municipality,postcode,address,region,country,commissioning_date,solar_mounting_type,chp,capacity_individual_turbine,number_of_turbines,site_name,uk_beis_id,operator,comment
2.9,Renewable energy,Hydro,,Other or unspecified technology,BEIS,UKL,UKL2,UKL24,-3.61435421643699,52.2945803158581,Powys,,Elan Valley Reservoir Near Rhayader Powys,Wales,Wales,1997-01-05,,,,,Elan Valley Hydro Scheme,416,Dwr Cymru Welsh Water,
1.3,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKH,UKH1,UKH15,1.17760481653519,52.69993936353912,Norfolk,,Hales Waste ControlReepham RoadAttlebridgeNorfolk,Eastern,England,1997-01-09,,no,,,Attlebridge Landfill Site,509,Renewable Power Generation Ltd,
17.0,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM6,UKM61,-4.42695656556137,57.70998745363968,Highland,,Novar Estate,Scotland,Scotland,1997-01-09,,,0.0,34,Meall an Tuirc Wind Farm,3297,RWE npower,
9.0,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM6,UKM61,-4.42665620567903,57.70550038196297,Highland,,Novar Estate,Scotland,Scotland,1997-01-09,,,0.5,18,"Bendealt Wind Farm, Highland",3296,RWE npower,
20.4,Renewable energy,Wind,,Onshore,BEIS,UKL,UKL1,UKL11,-4.46556598336558,53.35437542471937,Gwynedd,,Llanbabo Wind FarmLand tp the north of Llyn AlawIsle of AngleseyGwynedd,Wales,Wales,1997-01-10,,,2.25,9,Llanbabo Wind Farm,2582,MANWEB Generation Holdings,
2.7,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKJ,UKJ2,UKJ25,-0.52745398340686,51.41526232997187,Surrey,,"Norlands Lane, Thorpe, Egham, Surrey",South East,England,1997-01-12,,no,,,Norlands Lane Landfill Site,597,Thames Waste Management,
2.4,Renewable energy,Wind,,Onshore,BEIS,UKL,UKL1,UKL14,-3.87722824761466,52.40758086303285,Dyfed,SW23 3PQ,"Rheidol Wind Farm, Banc Bwa Drain, Goginan, Aberystwyth",Wales,Wales,1997-06-02,,,0.3,8,Rheidol Wind Farm,3552,Powergen,
1.2,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKJ,UKJ3,UKJ35,-1.33743349862941,50.88940518315678,Hampshire,,"Netley Landfill Site, Grange Road, Netley, Hampshire",South East,England,1997-06-18,,no,,,"Netley Landfill Site, Hampshire (Extension)",800,Hampshire Waste Services/ ONYX / Power Plant Services,
2.4,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKE,UKE2,UKE21,-1.17243852748618,53.95763736686724,North Yorkshire,,Harewood Whin Tinkers Lane Rufforth North Yokshire,Yorkshire and Humber,England,1997-11-12,,no,,,Harewood Whin Landfill Site,762,Yorwaste /Biogas,
3.9,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKH,UKH2,UKH23,-0.05597873073459,51.81574900075955,Hertfordshire,,"Ware Quarry, Westmill Road, Ware, Hertfordshire",Eastern,England,1997-12-15,,no,,,Brazier Landfill Scheme,507,Pioneer Aggregates (UK) Ltd,
19.2,Renewable energy,Bioenergy,Other bioenergy and renewable waste,,BEIS,UKC,UKC1,UKC11,-1.25834375426031,54.59688394345609,County Durham,TS23 1PY,"Haverton Hill Road, Billingham",North East,England,1998-01-01,,no,,,Teesside EfW,4925,SITA UK,
10.7,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKH,UKH2,UKH24,-0.5203136147075,52.07876576978575,Bedfordshire,,"L'Field Stewartby Landfill Site,Adjacent to Stewartby Village,Green Lane, Stewartby,Bedfordshire.",Eastern,England,1998-01-01,,no,,,L'Field Stewartby Landfill Site,524,Waste Recycling Group,
2.4,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKJ,UKJ3,UKJ31,-1.09250204493504,50.83650033037708,Hampshire,,Paulsgrove Landfill SiteLand east of Port Solent and south of the M27PortsmouthHampshire,South East,England,1998-01-02,,no,,,Paulsgrove Landfill Site,599,Associated Energy Projects plc,
7.4,Renewable energy,Bioenergy,Other bioenergy and renewable waste,,BEIS,UKG,UKG3,UKG36,-2.08539439426211,52.49977204349576,West Midlands,,Dudley IncineratorLister RoadDudleyWest Midlands,West Midlands,England,1998-01-02,,no,,,Dudley EfW,813,MES Environmental (CNIM Group),
4.5,Renewable energy,Wind,,Onshore,BEIS,UKK,UKK3,UKK30,-5.13736148589087,50.28894255056669,Cornwall,,"Blackwater, Truro, Cornwall",South West,England,1998-01-03,,,0.3,15,Four Burrows Wind Farm,3578,Renewable Energy Systems (RES),
3.8,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKC,UKC1,UKC14,-1.49226842438167,54.72422894137765,Durham,,Coxhoe Waste Disposal SiteCoxhoeCounty Durham,North East,England,1998-01-04,,no,,,PG1-Coxhoe Waste Disposal Site,563,Durham County Waste Management Company,
1.8,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKH,UKH3,UKH35,0.25876951380868,51.69771450729336,Essex,,"LECA Works, Mill Lane, High Ongar, Essex",Eastern,England,1998-01-05,,no,,,Ongar Landfill Scheme 2,512,Waste Recycling Group,
8.0,Renewable energy,Bioenergy,Other bioenergy and renewable waste,,BEIS,UKG,UKG3,UKG39,-2.12503116772006,52.59690809953648,West Midlands,,Wolverhampton Waste IncineratorCorporation YardCrown StreetWolverhampton,West Midlands,England,1998-01-06,,no,,,Wolverhampton EfW,814,MES Environmental (CNIM Group),
2.4,Renewable energy,Wind,,Onshore,BEIS,UKD,UKD1,UKD11,-3.3245332019581,54.20395417898876,Cumbria,,Kirksanton AirfieldPart of Hemplands FarmHaveriggMillomCumbria,North West,England,1998-01-07,,,0.6,4,Haverigg Extension Wind Farm,2626,The Wind Company,
2.5,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKF,UKF2,UKF22,-1.24276531422594,52.67268692279301,Leicestershire,,Bradgate QuarryMarkfieldLeicestershire,East Midlands,England,1998-01-08,,no,,,Bradgate Quarry Landfill Gas Scheme,531,Waste Recycling Group,
1.2,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKL,UKL1,UKL17,-3.65658136936476,51.49642725860586,Mid Glamorgan,,Tythegston Landfill SiteTythegston Mid Glamorgan,Wales,Wales,1998-01-10,,no,,,Tythegston Landfill Site,604,Renewable Power Generation Ltd,
1.8,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKD,UKD1,UKD11,-3.5109020532165,54.60442516844046,Cumbria,,"Pitwood Road, Lillyhall Industrial Estate, Workington, Cumbria",North West,England,1998-01-12,,no,,,Distington Landfill,568,Thomas Graveson Ltd,
2.3,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKD,UKD7,UKD74,-3.07557515860789,53.41006070092097,Merseyside,,BidstonBirkenheadMerseyside,North West,England,1998-01-19,,no,,,Bidston Moss Landfill Scheme,551,Bidston Methane Ltd,
38.5,Renewable energy,Bioenergy,Biomass and Biogas,Other or unspecified technology,BEIS,UKH,UKH1,UKH17,0.72527266116142,52.44862783876997,Norfolk,,"Thetford Power Station, Marley Building Materials Site, Two Mile Bottom,Mundford Road, Thetford ,Norfolk",Eastern,England,1998-02-10,,no,,,Thetford Biomass Power Station,4,Energy Power Resources,
4.1,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKC,UKC2,UKC21,-1.53497069007533,55.06228939925902,Northumberland,,Seghill Village Waste Disposal SiteSeghillNorthumberland,North East,England,1998-02-19,,no,,,Seghill Village Waste Disposal Site phase 1 and 2,567,Northumberland Waste Management / SITA UK,
1.0,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKD,UKD7,UKD71,-2.71764779058977,53.5062310560834,Merseyside,,Billinge Hill Quarry LandfillRainford RoadBillingeSt HelensMerseyside,North West,England,1998-03-04,,no,,,Billinge Hill Quarry Landfill Scheme,573,Bidston Methane,
2.2,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKK,UKK4,UKK43,-3.60989254850727,50.57440388628155,Devon,,John Acres Lane Fosterville Devon,South West,England,1998-04-08,,no,,,Heathfield 'C' Landfill Scheme,740,Haul Waste Limited,
1.8,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKK,UKK4,UKK41,-4.11614747249903,50.37090283471066,Devon,,Laira Bridge RoadPlymouthDevon,South West,England,1998-04-09,,no,,,Chelson Meadow Gas to Energy Scheme,610,DEVON WASTE MANAGEMENT LTD,
2.9,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKJ,UKJ2,UKJ25,-0.57296780516939,51.38525168321173,Surrey,,Kitsmead LaneLongcrossChertseySurrey,South East,England,1998-04-14,,no,,,Trumps Farm Landfill Scheme,753,Renewable Power Systems,
10.2,Renewable energy,Wind,,Onshore,BEIS,UKL,UKL1,UKL14,-3.97100057071126,52.4662963443208,Dyfed,,Mynydd Gorddu Elerch Tal-y-Bont Dyfed,Wales,Wales,1998-04-18,,,0.54,19,Mynydd Gorddu Wind Farm,2559,Cynllun Trydan Gwynt,
1.0,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKF,UKF2,UKF24,-1.16809338828337,52.32067059103969,Northamptonshire,,Grove FarmKilsbyNorthamptonshire,East Midlands,England,1998-05-11,,no,,,Kilsby Landfill Scheme,535,Hales Waste Control Ltd,
7.5,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKJ,UKJ2,UKJ22,0.05129963359609,50.84897921719968,East Sussex,,Beddingham Landfill SiteOld Rodwell Cement WorksBeddinghamEast Sussex,South East,England,1998-05-18,,no,,,Beddingham 'B' Landfill Scheme,579,Haul Waste Disposal Ltd,
1.1,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKK,UKK1,UKK15,-2.17053544571647,51.27242476614285,Wiltshire,,Trowbridge RoadWestburyWiltshire,South West,England,1998-07-15,,no,,,Westbury Landfill Scheme,598,Haul Waste Disposal Ltd,
1.1,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKH,UKH2,UKH25,-0.27665564271228,52.00172379568935,Bedfordshire,,Arlesey Landfill SiteArleseyBedfordshire,Eastern,England,1998-07-18,,no,,,Arlesey Landfill Site,664,Waste Recycling Group,
2.9,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKD,UKD7,UKD71,-2.77052792266691,53.51219383037425,Merseyside,,Holiday Moss Landfill SiteReeds BrowRainfordSt HelensMerseysideWA11 8PG,North West,England,1998-08-05,,no,,,Holiday Moss Landfill Gas Scheme,548,Biffa,
4.5,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKH,UKH3,UKH32,0.3116512075202,51.514128261309,Essex,,Madebridge RoadGraysEssex,Eastern,England,1998-09-12,,no,,,Ockendon 'B' Landfill Scheme,523,Haul Waste Disposal Ltd,
14.2,Renewable energy,Bioenergy,Other bioenergy and renewable waste,,BEIS,UKG,UKG2,UKG23,-2.18318575738934,52.98869327540344,Staffordshire,,"Stoke-on-Trent Waste Incinerator Plant,Campbell Road,Sideway, Stoke on TrentStaffordshire",West Midlands,England,1998-10-01,,no,,,Stoke-on-Trent EfW,815,MES Environmental (CNIM Group),
4.1,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKD,UKD3,UKD37,-2.25825509743075,53.58360939814419,Greater Manchester,,"Pilsworth Quarry,Pilsworth Road, Bury, Lancashire",North West,England,1998-10-15,,no,,,Pilsworth Quarry Landfill Scheme,571,Terry Adams Ltd,
2.3,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKC,UKC2,UKC22,-1.60386881057485,54.90257749328476,Tyne and Wear,,Greenford LaneLamesleyBirtleyTyne and Wear,North East,England,1998-10-26,,no,,,Kibblesworth Landfill Site,565,SITA UK,
1.9,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKF,UKF2,UKF22,-1.20862253333178,52.59784740394608,Leicestershire,,Enderby Warren QuarryHarolds LaneTenderbyLeicestershire,East Midlands,England,1998-11-14,,no,,,Warren Quarry Landfill Gas Scheme,534,Warren Energy Ltd,
3.0,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKK,UKK3,UKK30,-5.17777122296836,50.23899599522357,Cornwall,,St DayRedruthCornwall,South West,England,1998-11-19,,no,,,United Mines Landfill Scheme,611,East Midlands Electricity Generation,
4.0,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKL,UKL2,UKL22,-3.12216429955536,51.49826386602593,South Glamorgan,,Lamby Way  Cardiff,Wales,Wales,1998-11-27,,no,,,Lamby Way Landfill Site,606,South Wales Power Ltd,
20.1,Renewable energy,Bioenergy,Other bioenergy and renewable waste,,BEIS,UKC,UKC1,UKC11,-1.26018197455497,54.59452261893593,County Durham,,Process Plant ParkBillinghamCleveland,North East,England,1998-12-05,,no,,,Haverton Hill Incinerator,817,Cleveland Waste Management Ltd,
1.8,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKD,UKD4,UKD46,-2.36560351505822,53.77028370504845,Lancashire,,"Enfield Road, Huncoat, Accrington, Lancashire",North West,England,1999-01-01,,no,,,Whinney Hill II Energy,574,SITA UK,
1.0,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKJ,UKJ1,UKJ13,-0.5954163776389,51.59054245989702,Buckinghamshire,,Wapsey's Wood IIOxford RoadGerrards CrossBuckinghamshire,South East,England,1999-01-01,,no,,,Wapsey's Wood II Landfill Site,600,Leigh Environmental,
1.0,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKE,UKE1,UKE13,-0.18601960676703,53.61328880516581,Humberside,,Queens RoadImminghamSouth Humberside,Yorkshire and Humber,England,1999-01-03,,no,,,Immingham Landfill Scheme,618,Winerton Power Ltd,
2.7,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKG,UKG1,UKG13,-1.48252930523455,52.53193576566254,Warwickshire,,Judkins Landfill SiteTuttle HillNuneatonWarwickshire,West Midlands,England,1999-01-04,,no,,,Judkins Landfill Scheme,533,Waste Recycling Group,
5.9,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKD,UKD6,UKD61,-2.50573994417724,53.43720513208475,Cheshire,,Silver LaneRisleyWarringtonCheshire,North West,England,1999-01-05,,no,,,Risley '4' Landfill Scheme,572,Biffa,
4.9,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKF,UKF2,UKF22,-1.21011491286782,52.59695836263199,Leicestershire,,"Mill Hill, Enderby Warren, Leicestershire",East Midlands,England,1999-01-06,,no,,,Enderby Warren Phase II,539,NOVERA,
3.7,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKD,UKD7,UKD74,-2.98058891277437,53.34798288263197,Merseyside,CH62 4SQ,Liverpool,North West,England,1999-01-09,,no,,,Bromborough Dock,657,Biffa,
1.4,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKG,UKG2,UKG21,-2.40842995324802,52.70496442999681,Shropshire,,"Granville Landfill Site, Red Hill, Telford",West Midlands,England,1999-01-10,,no,,,Granville Landfill Site,562,Biogas Technology Ltd/Natural Power,
2.7,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKH,UKH3,UKH34,0.8197717540088,51.87534706020211,Essex,,"Bellhouse Pit, Church Lane, Stanway, Colchester",Eastern,England,1999-01-15,,no,,,Bellhouse Pit Landfill Scheme,505,Ex Waste Ltd/Combined Landfill Projects Ltd (CLP),
1.4,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKK,UKK4,UKK41,-4.11614747249903,50.37090283471066,Devon,,"Laira Bridge Road, Plymouth, Devon",South West,England,1999-02-08,,no,,,Chelson Meadow 2,732,Combined Landfill Projects (CLP),
1.3,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKG,UKG2,UKG24,-2.21850134295424,52.90233659856857,Staffordshire,,"Westgate, Swynnerton, Nr Stone, Staffordshire",West Midlands,England,1999-02-24,,no,,,Meece Landfill,561,Thomas Graveson Ltd,
1.6,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKK,UKK2,UKK23,-2.98287856367412,51.18389502235435,Somerset,,"Pawlett, Bridgwater, Somerset",South West,England,1999-03-03,,no,,,Walpole Landfill,613,Thomas Graveson Ltd,
1.3,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKF,UKF3,UKF30,0.00501937277524,52.95215007392268,Lincolnshire,,Slippery Gowt FarmBostonLincolnshire,East Midlands,England,1999-03-15,,no,,,Boston Landfill Scheme,752,Renewable Power Systems,
19.3,Renewable energy,Bioenergy,Other bioenergy and renewable waste,,BEIS,UKE,UKE3,UKE32,-1.44817199525597,53.38666695936348,South Yorkshire,,Sheffield Incinerator Bernard Road Sheffield Yorkshire,Yorkshire and Humber,England,1999-03-31,,yes,,,Sheffield ERF,903,Veolia,
1.8,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKF,UKF1,UKF16,-1.12887992554141,53.04407683673658,Nottinghamshire,,Ollerton RoadNottinghamshire,East Midlands,England,1999-04-15,,no,,,Burntstump Landfill Scheme,532,Waste Recycling Group,
3.0,Renewable energy,Wind,,Onshore,BEIS,UKD,UKD7,UKD73,-3.03931041782271,53.46521437819613,Merseyside,,"Royal Seaforth Dock Port of Liverpool Bootle, Sefton Merseyside",North West,England,1999-04-24,,,0.5,6,Royal Seaforth Dock Wind Farm,2574,Mersey Docks and Harbour Company and Windcluster Limited,
5.6,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKJ,UKJ1,UKJ14,-1.26744190972479,51.63172569888675,Oxfordshire,,"Appleford Sidings, Abingdon, Oxfordshire",South East,England,1999-05-03,,no,,,Sutton Courtenay Landfill Scheme,589,Waste Recycling Group,
7.8,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM6,UKM63,-5.29771411952378,56.38234734261971,Strathclyde,,"Land at Carn Gaibhre, Argyle and Bute",Scotland,Scotland,1999-06-25,,,0.55,14,Beinn Ghlas Wind Farm,3295,RWE npower,
2.0,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKH,UKH1,UKH12,-0.22662794594198,52.30849105741517,Cambridgeshire,,Brampton RoadBuckdenCambridgeshire,Eastern,England,1999-07-09,,no,,,Station Farm Landfill Scheme,519,Natural Power,
4.6,Renewable energy,Wind,,Onshore,BEIS,UKD,UKD1,UKD11,-3.18137840102975,54.18387222642964,Cumbria,,"Land North East of Far Old Park Farm, Ireleth, Askam-in-Furness",North West,England,1999-07-13,,,0.66,7,Askam,3391,Cannock Renewables,
1.3,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKH,UKH3,UKH36,0.40551087912141,51.76314687920553,Essex,,Boyton Hall Roxwell Chelmsford Essex,Eastern,England,1999-07-13,,no,,,Roxwell Landfill Scheme,791,Redland Aggregates Ltd (Lafarge Redland),
2.9,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKL,UKL1,UKL13,-3.63672760402648,53.29221369015619,Clwyd,LL22 8H,"Llandulas, Abergele, Clwyd",Wales,Wales,1999-07-19,,no,,,Llandulas Landfill Scheme,552,Waste Recycling Group,
2.1,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKH,UKH3,UKH32,0.23476217963211,51.50392788761719,Essex,,Sandy LaneAveleyEssex,Eastern,England,1999-07-20,,no,,,Aveley Landfill Scheme,510,Waste Recycling Group,
1.2,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKH,UKH3,UKH32,0.2333225358919,51.50395531643348,Essex,,"Sandy Lane, Aveley, Essex",Eastern,England,1999-07-20,,no,,,Aveley,514,Waste Recycling Group,
2.8,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKM,UKM8,UKM82,-4.27369930676056,55.91736531431733,Strathclyde,,Glasgow,Scotland,Scotland,1999-07-28,,no,,,Summerston Landfill,734,Combined Landfill Projects (CLP),
1.2,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKD,UKD4,UKD46,-2.37165621152709,53.76846747105956,Lancashire,,"Whinney Hill Waste Disposal Site, HyndburnWhinney Hill RoadClayton-le-MoorsLancashire",North West,England,1999-08-01,,no,,,Whinney Hill Waste Disposal Site,730,Combined Landfill Projects (CLP),
2.0,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKM,UKM8,UKM84,-3.94501235846094,55.90502311886746,Strathclyde,,Airdrie,Scotland,Scotland,1999-08-13,,no,,,Greengairs Landfill Scheme Phase III,692,Waste Recycling Group,
2.0,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKM,UKM8,UKM84,-3.94501235846094,55.90502311886746,Strathclyde,,Airdrie,Scotland,Scotland,1999-08-13,,no,,,Greengairs Landfill Scheme Phase IV,693,Waste Recycling Group,
1.5,Renewable energy,Wind,,Onshore,BEIS,UKH,UKH1,UKH17,0.68326742303699,52.65672902466078,Norfolk,,East of West Acre RoadSwaffhamNorfolk,Eastern,England,1999-08-16,,,1.47,1,Swaffham 1 - Ecotech Wind Park,2556,LRZ Ltd (Taken over by NOVERA),
3.0,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKD,UKD7,UKD74,-2.97955721791517,53.35605449665523,Merseyside,,Dock Road SouthBromboroughMerseyside,North West,England,1999-09-29,,no,,,Bromborough Dock Landfill Scheme,550,Biffa,
7.9,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKD,UKD6,UKD61,-2.6432411776154,53.37182481730805,Cheshire,,Off Liverpool RoadSankey BridgesCheshire,North West,England,1999-10-12,,no,,,Arpley Landfill Scheme 'B',549,NOVERA,
7.9,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKD,UKD6,UKD61,-2.6432411776154,53.37182481730805,Cheshire,,Off Liverpool RoadSankey BridgesCheshire,North West,England,1999-10-12,,no,,,Arpley Landfill Scheme 'A',547,NOVERA,
1.0,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKG,UKG1,UKG13,-1.44336433780637,52.24766772114949,Warwickshire,,"Ufton, Nr Southam, Leamington Spa",West Midlands,England,1999-11-26,,no,,,Ufton,717,Biffa,
3.4,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKG,UKG1,UKG12,-2.03063430196633,52.13299849639848,Hereford and Worcester,,Throckmorton RoadLower MoorPershoreWorcestershire,West Midlands,England,1999-12-03,,no,,,Hill and Moor Landfill Scheme,555,Severn Waste,
2.3,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKK,UKK2,UKK23,-2.55378768998252,51.07611076563804,Somerset,,Dimmer Landfill Sitenear Castle Cary Somerse,South West,England,1999-12-04,,no,,,Dimmer Landfill Gas Scheme,592,NOVERA,
4.0,Renewable energy,Wind,,Onshore,BEIS,UKD,UKD1,UKD11,-3.07673817995218,54.87148886835017,Cumbria,,Near CarlisleCumbria,North West,England,1999-12-21,,,0.66,6,Great Orton,3491,Cumbria Wind Farms,
9.5,Renewable energy,Bioenergy,Other bioenergy and renewable waste,,BEIS,UKE,UKE4,UKE44,-1.77753803186735,53.65648713152035,West Yorkshire,,"Vine Street, Huddersfield, West Yorkshire",Yorkshire and Humber,England,2000-01-01,,no,,,Vine Street EfW,843,SITA UK,
6.0,Renewable energy,Bioenergy,Sewage and landfill gas,,BEIS,UKD,UKD6,UKD63,-2.83151237060035,53.23762462157267,Cheshire,,Gowy Landfill SiteInce LaneWimbolds Traffordnear ChesterCheshireCH2 4JP,North West,England,2000-01-02,,no,,,"Gowy Landfill Site, Cheshire (Extension)",659,Waste Recycling Group,
