electrical_capacity,energy_source_level_1,energy_source_level_2,energy_source_level_3,technology,data_source,nuts_1_region,nuts_2_region,nuts_3_region,region,district,URE_id,as_of_year
0.04,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL72,PL722,Świętokrzyskie,kielecki,2557,2019
0.35,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL72,PL722,Świętokrzyskie,kielecki,2542,2019
0.485,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL72,PL722,Świętokrzyskie,kielecki,2539,2019
0.04,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL72,PL722,Świętokrzyskie,kielecki,2546,2019
0.066,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL72,PL722,Świętokrzyskie,kielecki,2540,2019
0.04,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL72,PL722,Świętokrzyskie,kielecki,2547,2019
0.018,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL72,PL722,Świętokrzyskie,kielecki,2521,2019
0.015,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL72,PL722,Świętokrzyskie,kielecki,2509,2019
0.01,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL72,PL722,Świętokrzyskie,kielecki,2555,2019
0.015,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL72,PL722,Świętokrzyskie,kielecki,2507,2019
2.04,Renewable energy,Bioenergy,Biomass and biogas,,Urzad Regulacji Energetyki,PL7,PL72,PL722,Świętokrzyskie,kielecki,2500,2019
0.802,Renewable energy,Bioenergy,Biomass and biogas,,Urzad Regulacji Energetyki,PL7,PL72,PL722,Świętokrzyskie,kielecki,2508,2019
0.491,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL72,PL722,Świętokrzyskie,kielecki,2551,2019
0.8,Renewable energy,Bioenergy,Biomass and biogas,,Urzad Regulacji Energetyki,PL7,PL72,PL722,Świętokrzyskie,kielecki,2550,2019
0.045,Renewable energy,Bioenergy,Biomass and biogas,,Urzad Regulacji Energetyki,PL7,PL72,PL722,Świętokrzyskie,kielecki,2549,2019
0.04,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL72,PL722,Świętokrzyskie,kielecki,2548,2019
0.026,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL72,PL722,Świętokrzyskie,kielecki,2512,2019
0.075,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL72,PL722,Świętokrzyskie,kielecki,2543,2019
2.0,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL5,PL52,PL524,Opolskie,kluczborski,1701,2019
2.0,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL5,PL52,PL524,Opolskie,kluczborski,1700,2019
0.02,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL5,PL52,PL524,Opolskie,kluczborski,1699,2019
0.055,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL8,PL82,PL824,Podkarpackie,kolbuszowski,1769,2019
0.04,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL8,PL82,PL824,Podkarpackie,kolbuszowski,1789,2019
0.25,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL8,PL82,PL824,Podkarpackie,kolbuszowski,1790,2019
0.036,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL8,PL82,PL824,Podkarpackie,kolbuszowski,1791,2019
0.58,Renewable energy,Bioenergy,Biomass and biogas,,Urzad Regulacji Energetyki,PL8,PL82,PL824,Podkarpackie,kolbuszowski,1756,2019
0.99,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL8,PL84,PL842,Podlaskie,kolneński,1929,2019
0.998,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL8,PL84,PL842,Podlaskie,kolneński,1930,2019
1.84,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL8,PL84,PL842,Podlaskie,kolneński,1931,2019
1.8,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL414,Wielkopolskie,kolski,2961,2019
2.0,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL414,Wielkopolskie,kolski,2971,2019
0.6,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL414,Wielkopolskie,kolski,2972,2019
0.5,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL414,Wielkopolskie,kolski,2973,2019
1.2,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL414,Wielkopolskie,kolski,2954,2019
1.0,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL414,Wielkopolskie,kolski,2958,2019
0.6,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL414,Wielkopolskie,kolski,2846,2019
1.5,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL414,Wielkopolskie,kolski,2855,2019
0.5,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL414,Wielkopolskie,kolski,2959,2019
2.2,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL414,Wielkopolskie,kolski,2866,2019
1.5,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL414,Wielkopolskie,kolski,2965,2019
1.2,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL414,Wielkopolskie,kolski,2955,2019
0.9,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL414,Wielkopolskie,kolski,2872,2019
1.35,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL414,Wielkopolskie,kolski,2956,2019
1.0,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL414,Wielkopolskie,kolski,2849,2019
1.6,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL414,Wielkopolskie,kolski,2964,2019
1.1,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL414,Wielkopolskie,kolski,2963,2019
1.0,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL414,Wielkopolskie,kolski,2962,2019
0.5,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL414,Wielkopolskie,kolski,2960,2019
0.6,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL414,Wielkopolskie,kolski,2966,2019
2.0,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL414,Wielkopolskie,kolski,2970,2019
1.5,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL414,Wielkopolskie,kolski,2838,2019
1.7,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL414,Wielkopolskie,kolski,2969,2019
1.0,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL414,Wielkopolskie,kolski,2837,2019
1.0,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL414,Wielkopolskie,kolski,2957,2019
1.8,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL414,Wielkopolskie,kolski,2950,2019
0.5,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL414,Wielkopolskie,kolski,2860,2019
1.5,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL414,Wielkopolskie,kolski,2836,2019
1.0,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL414,Wielkopolskie,kolski,2886,2019
0.7,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL414,Wielkopolskie,kolski,2830,2019
1.8,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL414,Wielkopolskie,kolski,2967,2019
4.0,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL414,Wielkopolskie,kolski,2968,2019
2.0,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL414,Wielkopolskie,kolski,2951,2019
1.2,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL414,Wielkopolskie,kolski,2882,2019
0.5,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL414,Wielkopolskie,kolski,2952,2019
1.5,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL414,Wielkopolskie,kolski,2953,2019
0.672,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL8,PL81,PL815,Świętokrzyskie,konecki,2603,2019
0.065,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL8,PL81,PL815,Świętokrzyskie,konecki,2502,2019
0.997,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL8,PL81,PL815,Świętokrzyskie,konecki,2602,2019
0.075,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL8,PL81,PL815,Świętokrzyskie,konecki,2563,2019
0.175,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL8,PL81,PL815,Świętokrzyskie,konecki,2562,2019
1.5,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL8,PL81,PL815,Świętokrzyskie,konecki,2561,2019
0.075,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL8,PL81,PL815,Świętokrzyskie,konecki,2564,2019
1.2,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL8,PL81,PL815,Świętokrzyskie,konecki,2497,2019
1.5,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL8,PL81,PL815,Świętokrzyskie,konecki,2516,2019
0.849,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL8,PL81,PL815,Świętokrzyskie,konecki,2601,2019
25.33,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL414,Wielkopolskie,koniński,3002,2019
1.6,Renewable energy,Bioenergy,Biomass and biogas,,Urzad Regulacji Energetyki,PL4,PL41,PL414,Wielkopolskie,koniński,2826,2019
2.0,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL414,Wielkopolskie,koniński,2989,2019
7.84,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL414,Wielkopolskie,koniński,3004,2019
0.6,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL414,Wielkopolskie,koniński,3003,2019
0.225,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL414,Wielkopolskie,koniński,2863,2019
0.85,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL414,Wielkopolskie,koniński,2828,2019
0.75,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL414,Wielkopolskie,koniński,2843,2019
0.04,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL414,Wielkopolskie,koniński,2984,2019
0.6,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL414,Wielkopolskie,koniński,2988,2019
1.4,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL414,Wielkopolskie,koniński,2987,2019
1.5,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL414,Wielkopolskie,koniński,2848,2019
1.8,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL414,Wielkopolskie,koniński,2986,2019
1.8,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL414,Wielkopolskie,koniński,2985,2019
0.5,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL414,Wielkopolskie,koniński,2991,2019
1.1,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL414,Wielkopolskie,koniński,2839,2019
1.0,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL414,Wielkopolskie,koniński,2990,2019
1.8,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL414,Wielkopolskie,koniński,2999,2019
1.0,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL414,Wielkopolskie,koniński,2993,2019
0.75,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL414,Wielkopolskie,koniński,2992,2019
1.5,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL414,Wielkopolskie,koniński,2997,2019
1.0,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL414,Wielkopolskie,koniński,2996,2019
1.8,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL414,Wielkopolskie,koniński,2995,2019
0.45,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL414,Wielkopolskie,koniński,2994,2019
2.5,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL414,Wielkopolskie,koniński,2878,2019
0.25,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL414,Wielkopolskie,koniński,2974,2019
1.0,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL414,Wielkopolskie,koniński,2975,2019
1.5,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL414,Wielkopolskie,koniński,2976,2019
3.45,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL414,Wielkopolskie,koniński,3210,2019
0.5,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL414,Wielkopolskie,koniński,3202,2019
1.2,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL414,Wielkopolskie,koniński,2998,2019
0.01,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL414,Wielkopolskie,koniński,2977,2019
0.6,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL414,Wielkopolskie,koniński,2979,2019
1.0,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL414,Wielkopolskie,koniński,3000,2019
1.5,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL414,Wielkopolskie,koniński,2983,2019
0.9,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL414,Wielkopolskie,koniński,2870,2019
0.6,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL414,Wielkopolskie,koniński,2982,2019
1.0,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL414,Wielkopolskie,koniński,2978,2019
0.022,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL414,Wielkopolskie,koniński,2981,2019
0.6,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL414,Wielkopolskie,koniński,3001,2019
0.075,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL414,Wielkopolskie,koniński,2980,2019
0.8,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL414,Wielkopolskie,koniński,2874,2019
0.625,Renewable energy,Bioenergy,Biomass and biogas,,Urzad Regulacji Energetyki,PL4,PL42,PL426,Zachodniopomorskie,koszaliński,3334,2019
0.263,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL42,PL426,Zachodniopomorskie,koszaliński,3477,2019
0.175,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL42,PL426,Zachodniopomorskie,koszaliński,3476,2019
0.445,Renewable energy,Bioenergy,Biomass and biogas,,Urzad Regulacji Energetyki,PL4,PL42,PL426,Zachodniopomorskie,koszaliński,3335,2019
1.05,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL42,PL426,Zachodniopomorskie,koszaliński,3332,2019
0.972,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL42,PL426,Zachodniopomorskie,koszaliński,3473,2019
0.198,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL42,PL426,Zachodniopomorskie,koszaliński,3336,2019
0.625,Renewable energy,Bioenergy,Biomass and biogas,,Urzad Regulacji Energetyki,PL4,PL42,PL426,Zachodniopomorskie,koszaliński,3333,2019
0.04,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL42,PL426,Zachodniopomorskie,koszaliński,3337,2019
0.045,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL42,PL426,Zachodniopomorskie,koszaliński,3340,2019
0.015,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL42,PL426,Zachodniopomorskie,koszaliński,3339,2019
0.99,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL42,PL426,Zachodniopomorskie,koszaliński,3330,2019
0.039,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL42,PL426,Zachodniopomorskie,koszaliński,3338,2019
0.075,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL42,PL426,Zachodniopomorskie,koszaliński,3239,2019
0.037,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL42,PL426,Zachodniopomorskie,koszaliński,3233,2019
0.3,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL42,PL426,Zachodniopomorskie,koszaliński,3331,2019
48.0,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL42,PL426,Zachodniopomorskie,koszaliński,3229,2019
0.165,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL42,PL426,Zachodniopomorskie,koszaliński,3215,2019
0.1,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL9,PL92,PL921,Mazowieckie,kozienicki,1473,2019
1.063,Renewable energy,Bioenergy,Biomass and biogas,,Urzad Regulacji Energetyki,PL4,PL42,PL426,Zachodniopomorskie,kołobrzeski,3319,2019
0.015,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL42,PL426,Zachodniopomorskie,kołobrzeski,3329,2019
0.069,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL42,PL426,Zachodniopomorskie,kołobrzeski,3328,2019
7.5,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL42,PL426,Zachodniopomorskie,kołobrzeski,3327,2019
0.16,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL42,PL426,Zachodniopomorskie,kołobrzeski,3249,2019
4.0,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL42,PL426,Zachodniopomorskie,kołobrzeski,3242,2019
