electrical_capacity,energy_source_level_1,energy_source_level_2,energy_source_level_3,technology,data_source,nuts_1_region,nuts_2_region,nuts_3_region,region,district,URE_id,as_of_year
0.997,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL5,PL52,PL524,Opolskie,oleski,1727,2019
0.997,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL5,PL51,PL518,Dolnośląskie,oleśnicki,223,2019
0.623,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL5,PL51,PL518,Dolnośląskie,oleśnicki,219,2019
0.985,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL5,PL51,PL518,Dolnośląskie,oleśnicki,216,2019
0.997,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL5,PL51,PL518,Dolnośląskie,oleśnicki,214,2019
0.997,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL5,PL51,PL518,Dolnośląskie,oleśnicki,213,2019
0.347,Renewable energy,Bioenergy,Biomass and biogas,,Urzad Regulacji Energetyki,PL5,PL51,PL518,Dolnośląskie,oleśnicki,135,2019
0.999,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL5,PL51,PL518,Dolnośląskie,oleśnicki,136,2019
0.998,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL5,PL51,PL518,Dolnośląskie,oleśnicki,222,2019
1.698,Renewable energy,Bioenergy,Biomass and biogas,,Urzad Regulacji Energetyki,PL5,PL51,PL518,Dolnośląskie,oleśnicki,141,2019
2.059,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL5,PL51,PL518,Dolnośląskie,oleśnicki,137,2019
0.998,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL5,PL51,PL518,Dolnośląskie,oleśnicki,140,2019
0.63,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL5,PL51,PL518,Dolnośląskie,oleśnicki,139,2019
0.499,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL5,PL51,PL518,Dolnośląskie,oleśnicki,138,2019
0.303,Renewable energy,Bioenergy,Biomass and biogas,,Urzad Regulacji Energetyki,PL8,PL81,PL815,Małopolskie,olkuski,1362,2019
0.73,Renewable energy,Bioenergy,Biomass and biogas,,Urzad Regulacji Energetyki,PL8,PL81,PL815,Małopolskie,olkuski,1361,2019
0.068,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL8,PL81,PL815,Małopolskie,olkuski,1363,2019
0.06,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL62,PL622,Warmińsko-mazurskie,olsztyński,2615,2019
0.999,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL62,PL622,Warmińsko-mazurskie,olsztyński,2811,2019
0.07,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL62,PL622,Warmińsko-mazurskie,olsztyński,2658,2019
0.026,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL62,PL622,Warmińsko-mazurskie,olsztyński,2647,2019
0.052,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL62,PL622,Warmińsko-mazurskie,olsztyński,2778,2019
0.026,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL62,PL622,Warmińsko-mazurskie,olsztyński,2638,2019
0.03,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL62,PL622,Warmińsko-mazurskie,olsztyński,2777,2019
0.999,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL62,PL622,Warmińsko-mazurskie,olsztyński,2762,2019
0.635,Renewable energy,Bioenergy,Biomass and biogas,,Urzad Regulacji Energetyki,PL6,PL62,PL622,Warmińsko-mazurskie,olsztyński,2621,2019
0.059,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL62,PL622,Warmińsko-mazurskie,olsztyński,2635,2019
0.85,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL62,PL622,Warmińsko-mazurskie,olsztyński,2756,2019
0.1,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL62,PL622,Warmińsko-mazurskie,olsztyński,2759,2019
0.09,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL62,PL622,Warmińsko-mazurskie,olsztyński,2783,2019
0.03,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL62,PL622,Warmińsko-mazurskie,olsztyński,2782,2019
0.999,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL62,PL622,Warmińsko-mazurskie,olsztyński,2765,2019
0.85,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL62,PL622,Warmińsko-mazurskie,olsztyński,2757,2019
1.2,Renewable energy,Bioenergy,Biomass and biogas,,Urzad Regulacji Energetyki,PL6,PL62,PL622,Warmińsko-mazurskie,olsztyński,2768,2019
0.062,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL62,PL622,Warmińsko-mazurskie,olsztyński,2781,2019
0.8,Renewable energy,Bioenergy,Biomass and biogas,,Urzad Regulacji Energetyki,PL6,PL62,PL622,Warmińsko-mazurskie,olsztyński,2766,2019
2.16,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL62,PL622,Warmińsko-mazurskie,olsztyński,2780,2019
0.2,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL62,PL622,Warmińsko-mazurskie,olsztyński,2779,2019
0.04,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL62,PL622,Warmińsko-mazurskie,olsztyński,2767,2019
0.999,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL62,PL622,Warmińsko-mazurskie,olsztyński,2764,2019
0.999,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL62,PL622,Warmińsko-mazurskie,olsztyński,2755,2019
0.276,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL62,PL622,Warmińsko-mazurskie,olsztyński,2776,2019
0.04,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL62,PL622,Warmińsko-mazurskie,olsztyński,2775,2019
0.04,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL62,PL622,Warmińsko-mazurskie,olsztyński,2774,2019
0.999,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL62,PL622,Warmińsko-mazurskie,olsztyński,2760,2019
0.004,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL62,PL622,Warmińsko-mazurskie,olsztyński,2784,2019
0.011,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL62,PL622,Warmińsko-mazurskie,olsztyński,2785,2019
0.64,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL62,PL622,Warmińsko-mazurskie,olsztyński,2773,2019
0.1,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL62,PL622,Warmińsko-mazurskie,olsztyński,2772,2019
0.92,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL62,PL622,Warmińsko-mazurskie,olsztyński,2771,2019
2.0,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL62,PL622,Warmińsko-mazurskie,olsztyński,2758,2019
0.04,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL62,PL622,Warmińsko-mazurskie,olsztyński,2770,2019
1.0,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL62,PL622,Warmińsko-mazurskie,olsztyński,2769,2019
0.999,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL62,PL622,Warmińsko-mazurskie,olsztyński,2763,2019
0.999,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL62,PL622,Warmińsko-mazurskie,olsztyński,2761,2019
0.99,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL62,PL622,Warmińsko-mazurskie,olsztyński,2820,2019
0.25,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL72,PL722,Świętokrzyskie,opatowski,2520,2019
1.382,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL72,PL722,Małopolskie,opatowski,1288,2019
0.022,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL713,Łódzkie,opoczyński,1061,2019
0.157,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL713,Łódzkie,opoczyński,1058,2019
0.997,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL713,Łódzkie,opoczyński,1062,2019
0.997,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL713,Łódzkie,opoczyński,1063,2019
0.188,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL713,Łódzkie,opoczyński,1064,2019
0.225,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL713,Łódzkie,opoczyński,1065,2019
0.05,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL713,Łódzkie,opoczyński,1057,2019
0.86,Renewable energy,Bioenergy,Biomass and biogas,,Urzad Regulacji Energetyki,PL7,PL71,PL713,Łódzkie,opoczyński,1056,2019
1.6,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL713,Łódzkie,opoczyński,1060,2019
0.04,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL71,PL713,Łódzkie,opoczyński,1059,2019
0.022,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL8,PL81,PL815,Opolskie,opolski,1733,2019
0.055,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL8,PL81,PL815,Opolskie,opolski,1732,2019
0.09,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL8,PL81,PL815,Opolskie,opolski,1729,2019
0.136,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL8,PL81,PL815,Lubelskie,opolski,723,2019
0.882,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL8,PL81,PL815,Opolskie,opolski,1736,2019
0.969,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL8,PL81,PL815,Lubelskie,opolski,721,2019
0.999,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL8,PL81,PL815,Opolskie,opolski,1747,2019
0.005,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL8,PL81,PL815,Lubelskie,opolski,720,2019
0.022,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL8,PL81,PL815,Lubelskie,opolski,661,2019
0.882,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL8,PL81,PL815,Opolskie,opolski,1735,2019
0.022,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL8,PL81,PL815,Opolskie,opolski,1734,2019
0.045,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL8,PL81,PL815,Lubelskie,opolski,722,2019
0.001,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL8,PL81,PL815,Opolskie,opolski,1730,2019
0.026,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL8,PL81,PL815,Lubelskie,opolski,646,2019
0.485,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL8,PL81,PL815,Opolskie,opolski,1681,2019
0.599,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL8,PL81,PL815,Opolskie,opolski,1737,2019
1.44,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL8,PL81,PL815,Opolskie,opolski,1671,2019
0.055,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL8,PL81,PL815,Opolskie,opolski,1664,2019
1.6,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL8,PL81,PL815,Opolskie,opolski,1675,2019
0.225,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL72,PL721,Świętokrzyskie,ostrowiecki,2565,2019
0.15,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL72,PL721,Świętokrzyskie,ostrowiecki,2566,2019
0.094,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL72,PL721,Świętokrzyskie,ostrowiecki,2511,2019
0.01,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL72,PL721,Świętokrzyskie,ostrowiecki,2568,2019
0.145,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL72,PL721,Świętokrzyskie,ostrowiecki,2569,2019
0.3,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL72,PL721,Świętokrzyskie,ostrowiecki,2570,2019
0.065,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL72,PL721,Świętokrzyskie,ostrowiecki,2517,2019
0.039,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL72,PL721,Świętokrzyskie,ostrowiecki,2571,2019
0.6,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL72,PL721,Świętokrzyskie,ostrowiecki,2572,2019
0.18,Renewable energy,Bioenergy,Biomass and biogas,,Urzad Regulacji Energetyki,PL7,PL72,PL721,Świętokrzyskie,ostrowiecki,2515,2019
0.6,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL7,PL72,PL721,Świętokrzyskie,ostrowiecki,2567,2019
0.019,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL9,PL92,PL924,Wielkopolskie,ostrowski,3058,2019
0.75,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL9,PL92,PL924,Wielkopolskie,ostrowski,3063,2019
0.035,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL9,PL92,PL924,Wielkopolskie,ostrowski,3048,2019
1.5,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL9,PL92,PL924,Wielkopolskie,ostrowski,3049,2019
0.011,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL9,PL92,PL924,Wielkopolskie,ostrowski,3050,2019
1.2,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL9,PL92,PL924,Wielkopolskie,ostrowski,3051,2019
0.75,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL9,PL92,PL924,Wielkopolskie,ostrowski,3052,2019
0.75,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL9,PL92,PL924,Wielkopolskie,ostrowski,3053,2019
2.3,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL9,PL92,PL924,Wielkopolskie,ostrowski,3054,2019
1.6,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL9,PL92,PL924,Wielkopolskie,ostrowski,3055,2019
1.6,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL9,PL92,PL924,Wielkopolskie,ostrowski,3056,2019
2.4,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL9,PL92,PL924,Wielkopolskie,ostrowski,3057,2019
0.009,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL9,PL92,PL924,Wielkopolskie,ostrowski,3059,2019
0.016,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL9,PL92,PL924,Wielkopolskie,ostrowski,3060,2019
0.009,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL9,PL92,PL924,Wielkopolskie,ostrowski,3061,2019
0.5,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL9,PL92,PL924,Wielkopolskie,ostrowski,3062,2019
1.6,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL9,PL92,PL924,Wielkopolskie,ostrowski,2871,2019
2.3,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL9,PL92,PL924,Wielkopolskie,ostrowski,3064,2019
1.0,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL9,PL92,PL924,Wielkopolskie,ostrowski,3065,2019
0.003,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL9,PL92,PL924,Wielkopolskie,ostrowski,3067,2019
2.3,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL9,PL92,PL924,Wielkopolskie,ostrowski,3068,2019
0.5,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL9,PL92,PL924,Wielkopolskie,ostrowski,2841,2019
0.039,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL9,PL92,PL924,Wielkopolskie,ostrowski,3066,2019
1.5,Renewable energy,Bioenergy,Biomass and biogas,,Urzad Regulacji Energetyki,PL9,PL92,PL924,Wielkopolskie,ostrowski,2845,2019
0.1,Renewable energy,Bioenergy,Biomass and biogas,,Urzad Regulacji Energetyki,PL9,PL92,PL924,Mazowieckie,ostrowski,1527,2019
2.35,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL9,PL92,PL924,Wielkopolskie,ostrowski,3047,2019
1.5,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL9,PL92,PL924,Wielkopolskie,ostrowski,3046,2019
0.8,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL9,PL92,PL924,Wielkopolskie,ostrowski,2884,2019
0.384,Renewable energy,Bioenergy,Biomass and biogas,,Urzad Regulacji Energetyki,PL9,PL92,PL924,Wielkopolskie,ostrowski,2875,2019
0.8,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL9,PL92,PL924,Wielkopolskie,ostrowski,2885,2019
0.984,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL9,PL92,PL924,Mazowieckie,ostrołęcki,1508,2019
0.998,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL9,PL92,PL924,Mazowieckie,ostrołęcki,1509,2019
0.99,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL9,PL92,PL924,Mazowieckie,ostrołęcki,1510,2019
0.99,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL9,PL92,PL924,Mazowieckie,ostrołęcki,1511,2019
0.999,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL9,PL92,PL924,Mazowieckie,ostrołęcki,1512,2019
0.999,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL9,PL92,PL924,Mazowieckie,ostrołęcki,1513,2019
0.994,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL9,PL92,PL924,Mazowieckie,ostrołęcki,1514,2019
0.994,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL9,PL92,PL924,Mazowieckie,ostrołęcki,1515,2019
0.987,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL9,PL92,PL924,Mazowieckie,ostrołęcki,1516,2019
0.786,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL9,PL92,PL924,Mazowieckie,ostrołęcki,1518,2019
0.504,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL9,PL92,PL924,Mazowieckie,ostrołęcki,1519,2019
0.996,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL9,PL92,PL924,Mazowieckie,ostrołęcki,1654,2019
0.537,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL9,PL92,PL924,Mazowieckie,ostrołęcki,1521,2019
0.517,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL9,PL92,PL924,Mazowieckie,ostrołęcki,1522,2019
0.115,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL9,PL92,PL924,Mazowieckie,ostrołęcki,1523,2019
0.996,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL9,PL92,PL924,Mazowieckie,ostrołęcki,1653,2019
2.0,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL9,PL92,PL924,Mazowieckie,ostrołęcki,1524,2019
2.0,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL9,PL92,PL924,Mazowieckie,ostrołęcki,1525,2019
0.17,Renewable energy,Bioenergy,Biomass and biogas,,Urzad Regulacji Energetyki,PL9,PL92,PL924,Mazowieckie,ostrołęcki,1526,2019
0.987,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL9,PL92,PL924,Mazowieckie,ostrołęcki,1517,2019
0.987,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL9,PL92,PL924,Mazowieckie,ostrołęcki,1520,2019
0.456,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL9,PL92,PL924,Mazowieckie,ostrołęcki,1443,2019
0.456,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL9,PL92,PL924,Mazowieckie,ostrołęcki,1444,2019
1.0,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL416,Wielkopolskie,ostrzeszowski,3069,2019
2.0,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL416,Wielkopolskie,ostrzeszowski,3070,2019
0.99,Renewable energy,Bioenergy,Biomass and biogas,,Urzad Regulacji Energetyki,PL4,PL41,PL416,Wielkopolskie,ostrzeszowski,3071,2019
1.0,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL416,Wielkopolskie,ostrzeszowski,3072,2019
0.089,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL416,Wielkopolskie,ostrzeszowski,3073,2019
2.55,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL4,PL41,PL416,Wielkopolskie,ostrzeszowski,3074,2019
0.04,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL62,PL621,Warmińsko-mazurskie,ostródzki,2789,2019
0.087,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL62,PL621,Warmińsko-mazurskie,ostródzki,2787,2019
0.25,Renewable energy,Bioenergy,Biomass and biogas,,Urzad Regulacji Energetyki,PL6,PL62,PL621,Warmińsko-mazurskie,ostródzki,2788,2019
0.4,Renewable energy,Bioenergy,Biomass and biogas,,Urzad Regulacji Energetyki,PL6,PL62,PL621,Warmińsko-mazurskie,ostródzki,2790,2019
0.02,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL62,PL621,Warmińsko-mazurskie,ostródzki,2791,2019
0.09,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL6,PL62,PL621,Warmińsko-mazurskie,ostródzki,2792,2019
0.69,Renewable energy,Bioenergy,Biomass and biogas,,Urzad Regulacji Energetyki,PL6,PL62,PL621,Warmińsko-mazurskie,ostródzki,2786,2019
0.22,Renewable energy,Bioenergy,Biomass and biogas,,Urzad Regulacji Energetyki,PL6,PL62,PL621,Warmińsko-mazurskie,ostródzki,2649,2019
0.499,Renewable energy,Bioenergy,Biomass and biogas,,Urzad Regulacji Energetyki,PL6,PL62,PL621,Warmińsko-mazurskie,ostródzki,2661,2019
0.027,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL9,PL91,PL912,Mazowieckie,otwocki,1529,2019
0.64,Renewable energy,Bioenergy,Biomass and biogas,,Urzad Regulacji Energetyki,PL9,PL91,PL912,Mazowieckie,otwocki,1528,2019
0.804,Renewable energy,Bioenergy,Biomass and biogas,,Urzad Regulacji Energetyki,PL9,PL91,PL912,Mazowieckie,otwocki,1437,2019
0.036,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL5,PL51,PL518,Dolnośląskie,oławski,146,2019
0.58,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL5,PL51,PL518,Dolnośląskie,oławski,147,2019
0.5,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL5,PL51,PL518,Dolnośląskie,oławski,21,2019
2.106,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL5,PL51,PL518,Dolnośląskie,oławski,148,2019
3.2,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL5,PL51,PL518,Dolnośląskie,oławski,142,2019
0.4,Renewable energy,Bioenergy,Biomass and biogas,,Urzad Regulacji Energetyki,PL5,PL51,PL518,Dolnośląskie,oławski,144,2019
1.2,Renewable energy,Bioenergy,Biomass and biogas,,Urzad Regulacji Energetyki,PL5,PL51,PL518,Dolnośląskie,oławski,145,2019
3.2,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL5,PL51,PL518,Dolnośląskie,oławski,143,2019
6.0,Renewable energy,Wind,,Other or unspecified technology,Urzad Regulacji Energetyki,PL5,PL51,PL518,Dolnośląskie,oławski,149,2019
0.25,Renewable energy,Bioenergy,Biomass and biogas,,Urzad Regulacji Energetyki,PL2,PL21,PL21A,Małopolskie,oświęcimiski,1403,2019
0.76,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL2,PL21,PL21A,Małopolskie,oświęcimski,1366,2019
0.02,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL2,PL21,PL21A,Małopolskie,oświęcimski,1369,2019
0.02,Renewable energy,Solar,,Other or unspecified technology,Urzad Regulacji Energetyki,PL2,PL21,PL21A,Małopolskie,oświęcimski,1368,2019
0.03,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL2,PL21,PL21A,Małopolskie,oświęcimski,1367,2019
2.2,Renewable energy,Hydro,,Other or unspecified technology,Urzad Regulacji Energetyki,PL2,PL21,PL21A,Małopolskie,oświęcimski,1267,2019
0.19,Renewable energy,Bioenergy,Biomass and biogas,,Urzad Regulacji Energetyki,PL2,PL21,PL21A,Małopolskie,oświęcimski,1365,2019
