index,SI -> AT,SI -> IT,SI -> HU,SI -> HR
2022-04-01 11:45:00+0000,118.0,,,
2022-04-01 12:00:00+0000,153.0,891.0,,0.0
2022-04-01 12:15:00+0000,125.0,,,
2022-04-01 12:30:00+0000,119.0,,,
2022-04-01 12:45:00+0000,126.0,,,
2022-04-01 13:00:00+0000,155.0,910.0,,0.0
2022-04-01 13:15:00+0000,145.0,,,
2022-04-01 13:30:00+0000,143.0,,,
2022-04-01 13:45:00+0000,133.0,,,
2022-04-01 14:00:00+0000,119.0,914.0,,0.0
2022-04-01 14:15:00+0000,112.0,,,
2022-04-01 14:30:00+0000,107.0,,,
2022-04-01 14:45:00+0000,99.0,,,
2022-04-01 15:00:00+0000,67.0,894.0,,0.0
2022-04-01 15:15:00+0000,58.0,,,
2022-04-01 15:30:00+0000,50.0,,,
2022-04-01 15:45:00+0000,44.0,,,
2022-04-01 16:00:00+0000,34.0,981.0,,0.0
2022-04-01 16:15:00+0000,39.0,,,
2022-04-01 16:30:00+0000,30.0,,,
2022-04-01 16:45:00+0000,23.0,,,
2022-04-01 17:00:00+0000,6.0,963.0,,0.0
2022-04-01 17:15:00+0000,41.0,,,
2022-04-01 17:30:00+0000,39.0,,,
2022-04-01 17:45:00+0000,60.0,,,
2022-04-01 18:00:00+0000,26.0,799.0,,0.0
2022-04-01 18:15:00+0000,21.0,,,
2022-04-01 18:30:00+0000,29.0,,,
2022-04-01 18:45:00+0000,75.0,,,
2022-04-01 19:00:00+0000,125.0,724.0,,0.0
2022-04-01 19:15:00+0000,125.0,,,
2022-04-01 19:30:00+0000,142.0,,,
2022-04-01 19:45:00+0000,149.0,,,
2022-04-01 20:00:00+0000,92.0,639.0,,0.0
2022-04-01 20:15:00+0000,62.0,,,
2022-04-01 20:30:00+0000,86.0,,,
2022-04-01 20:45:00+0000,111.0,,,
2022-04-01 21:00:00+0000,123.0,664.0,,0.0
2022-04-01 21:15:00+0000,119.0,,,
2022-04-01 21:30:00+0000,134.0,,,
2022-04-01 21:45:00+0000,157.0,,,
2022-04-01 22:00:00+0000,164.0,938.0,,0.0
2022-04-01 22:15:00+0000,142.0,,,
2022-04-01 22:30:00+0000,155.0,,,
2022-04-01 22:45:00+0000,166.0,,,
2022-04-01 23:00:00+0000,166.0,932.0,,0.0
2022-04-01 23:15:00+0000,192.0,,,
2022-04-01 23:30:00+0000,223.0,,,
2022-04-01 23:45:00+0000,255.0,,,
2022-04-02 00:00:00+0000,275.0,935.0,,0.0
2022-04-02 00:15:00+0000,288.0,,,
2022-04-02 00:30:00+0000,281.0,,,
2022-04-02 00:45:00+0000,253.0,,,
2022-04-02 01:00:00+0000,234.0,943.0,,0.0
2022-04-02 01:15:00+0000,346.0,,,
2022-04-02 01:30:00+0000,342.0,,,
2022-04-02 01:45:00+0000,290.0,,,
2022-04-02 02:00:00+0000,287.0,950.0,,0.0
2022-04-02 02:15:00+0000,299.0,,,
2022-04-02 02:30:00+0000,257.0,,,
2022-04-02 02:45:00+0000,261.0,,,
2022-04-02 03:00:00+0000,255.0,957.0,,0.0
2022-04-02 03:15:00+0000,245.0,,,
2022-04-02 03:30:00+0000,232.0,,,
2022-04-02 03:45:00+0000,248.0,,,
2022-04-02 04:00:00+0000,169.0,988.0,,0.0
2022-04-02 04:15:00+0000,147.0,,,
2022-04-02 04:30:00+0000,155.0,,,
2022-04-02 04:45:00+0000,142.0,,,
2022-04-02 05:00:00+0000,244.0,536.0,,0.0
2022-04-02 05:15:00+0000,320.0,,,
2022-04-02 05:30:00+0000,313.0,,,
2022-04-02 05:45:00+0000,0.0,,,
2022-04-02 06:00:00+0000,399.0,901.0,,0.0
2022-04-02 06:15:00+0000,433.0,,,
2022-04-02 06:30:00+0000,407.0,,,
2022-04-02 06:45:00+0000,327.0,,,
2022-04-02 07:00:00+0000,236.0,765.0,,0.0
2022-04-02 07:15:00+0000,206.0,,,
2022-04-02 07:30:00+0000,192.0,,,
2022-04-02 07:45:00+0000,247.0,,,
2022-04-02 08:00:00+0000,257.0,607.0,,0.0
2022-04-02 08:15:00+0000,265.0,,,
2022-04-02 08:30:00+0000,194.0,,,
2022-04-02 08:45:00+0000,270.0,,,
2022-04-02 09:00:00+0000,148.0,547.0,,0.0
2022-04-02 09:15:00+0000,128.0,,,
2022-04-02 09:30:00+0000,81.0,,,
2022-04-02 09:45:00+0000,91.0,,,
2022-04-02 10:00:00+0000,99.0,876.0,,0.0
2022-04-02 10:15:00+0000,95.0,,,
2022-04-02 10:30:00+0000,86.0,,,
2022-04-02 10:45:00+0000,85.0,,,
2022-04-02 11:00:00+0000,84.0,878.0,,0.0
2022-04-02 11:15:00+0000,88.0,,,
2022-04-02 11:30:00+0000,101.0,,,
2022-04-02 11:45:00+0000,117.0,,,
2022-04-02 12:00:00+0000,119.0,897.0,,0.0
2022-04-02 12:15:00+0000,119.0,,,
2022-04-02 12:30:00+0000,137.0,,,
2022-04-02 12:45:00+0000,132.0,,,
2022-04-02 13:00:00+0000,155.0,834.0,,0.0
2022-04-02 13:15:00+0000,171.0,,,
2022-04-02 13:30:00+0000,213.0,,,
2022-04-02 13:45:00+0000,245.0,,,
2022-04-02 14:00:00+0000,175.0,756.0,,0.0
2022-04-02 14:15:00+0000,171.0,,,
2022-04-02 14:30:00+0000,151.0,,,
2022-04-02 14:45:00+0000,134.0,,,
2022-04-02 15:00:00+0000,228.0,275.0,,0.0
2022-04-02 15:15:00+0000,266.0,,,
2022-04-02 15:30:00+0000,0.0,,,
2022-04-02 15:45:00+0000,0.0,,,
2022-04-02 16:00:00+0000,0.0,255.0,,0.0
2022-04-02 16:15:00+0000,0.0,,,
2022-04-02 16:30:00+0000,0.0,,,
2022-04-02 16:45:00+0000,125.0,,,
2022-04-02 17:00:00+0000,0.0,511.0,,0.0
2022-04-02 17:15:00+0000,0.0,,,
2022-04-02 17:30:00+0000,0.0,,,
2022-04-02 17:45:00+0000,0.0,,,
2022-04-02 18:00:00+0000,0.0,909.0,,0.0
2022-04-02 18:15:00+0000,0.0,,,
2022-04-02 18:30:00+0000,0.0,,,
2022-04-02 18:45:00+0000,0.0,,,
2022-04-02 19:00:00+0000,19.0,922.0,,0.0
2022-04-02 19:15:00+0000,48.0,,,
2022-04-02 19:30:00+0000,69.0,,,
2022-04-02 19:45:00+0000,80.0,,,
2022-04-02 20:00:00+0000,164.0,658.0,,0.0
2022-04-02 20:15:00+0000,157.0,,,
2022-04-02 20:30:00+0000,139.0,,,
2022-04-02 20:45:00+0000,0.0,,,
2022-04-02 21:00:00+0000,243.0,887.0,,0.0
2022-04-02 21:15:00+0000,301.0,,,
2022-04-02 21:30:00+0000,338.0,,,
2022-04-02 21:45:00+0000,345.0,,,
2022-04-02 22:00:00+0000,242.0,906.0,,0.0
2022-04-02 22:15:00+0000,288.0,,,
2022-04-02 22:30:00+0000,311.0,,,
2022-04-02 22:45:00+0000,294.0,,,
2022-04-02 23:00:00+0000,187.0,961.0,,0.0
2022-04-02 23:15:00+0000,173.0,,,
2022-04-02 23:30:00+0000,217.0,,,
2022-04-02 23:45:00+0000,210.0,,,
2022-04-03 00:00:00+0000,216.0,910.0,,0.0
2022-04-03 00:15:00+0000,255.0,,,
2022-04-03 00:30:00+0000,289.0,,,
2022-04-03 00:45:00+0000,289.0,,,
2022-04-03 01:00:00+0000,244.0,927.0,,0.0
2022-04-03 01:15:00+0000,247.0,,,
2022-04-03 01:30:00+0000,325.0,,,
2022-04-03 01:45:00+0000,331.0,,,
2022-04-03 02:00:00+0000,331.0,886.0,,0.0
2022-04-03 02:15:00+0000,356.0,,,
2022-04-03 02:30:00+0000,358.0,,,
2022-04-03 02:45:00+0000,356.0,,,
2022-04-03 03:00:00+0000,377.0,891.0,,0.0
2022-04-03 03:15:00+0000,415.0,,,
2022-04-03 03:30:00+0000,456.0,,,
2022-04-03 03:45:00+0000,441.0,,,
2022-04-03 04:00:00+0000,511.0,926.0,,0.0
2022-04-03 04:15:00+0000,497.0,,,
2022-04-03 04:30:00+0000,501.0,,,
2022-04-03 04:45:00+0000,523.0,,,
2022-04-03 05:00:00+0000,618.0,785.0,,0.0
2022-04-03 05:15:00+0000,601.0,,,
2022-04-03 05:30:00+0000,580.0,,,
2022-04-03 05:45:00+0000,574.0,,,
2022-04-03 06:00:00+0000,618.0,615.0,,0.0
2022-04-03 06:15:00+0000,599.0,,,
2022-04-03 06:30:00+0000,583.0,,,
2022-04-03 06:45:00+0000,488.0,,,
2022-04-03 07:00:00+0000,496.0,702.0,,0.0
2022-04-03 07:15:00+0000,407.0,,,
2022-04-03 07:30:00+0000,346.0,,,
2022-04-03 07:45:00+0000,346.0,,,
2022-04-03 08:00:00+0000,332.0,667.0,,0.0
2022-04-03 08:15:00+0000,302.0,,,
2022-04-03 08:30:00+0000,301.0,,,
2022-04-03 08:45:00+0000,299.0,,,
2022-04-03 09:00:00+0000,276.0,614.0,,0.0
2022-04-03 09:15:00+0000,156.0,,,
2022-04-03 09:30:00+0000,160.0,,,
2022-04-03 09:45:00+0000,174.0,,,
2022-04-03 10:00:00+0000,208.0,672.0,,0.0
2022-04-03 10:15:00+0000,160.0,,,
2022-04-03 10:30:00+0000,175.0,,,
2022-04-03 10:45:00+0000,174.0,,,
2022-04-03 11:00:00+0000,248.0,595.0,,0.0
2022-04-03 11:15:00+0000,202.0,,,
2022-04-03 11:30:00+0000,259.0,,,
2022-04-03 11:45:00+0000,325.0,,,
2022-04-03 12:00:00+0000,242.0,632.0,,0.0
2022-04-03 12:15:00+0000,218.0,,,
2022-04-03 12:30:00+0000,285.0,,,
2022-04-03 12:45:00+0000,284.0,,,
2022-04-03 13:00:00+0000,250.0,546.0,,0.0
2022-04-03 13:15:00+0000,248.0,,,
2022-04-03 13:30:00+0000,194.0,,,
2022-04-03 13:45:00+0000,201.0,,,
2022-04-03 14:00:00+0000,181.0,776.0,,0.0
2022-04-03 14:15:00+0000,171.0,,,
2022-04-03 14:30:00+0000,157.0,,,
2022-04-03 14:45:00+0000,149.0,,,
2022-04-03 15:00:00+0000,153.0,962.0,,0.0
2022-04-03 15:15:00+0000,153.0,,,
2022-04-03 15:30:00+0000,167.0,,,
2022-04-03 15:45:00+0000,135.0,,,
2022-04-03 16:00:00+0000,203.0,920.0,,0.0
2022-04-03 16:15:00+0000,169.0,,,
2022-04-03 16:30:00+0000,207.0,,,
2022-04-03 16:45:00+0000,230.0,,,
2022-04-03 17:00:00+0000,218.0,855.0,,0.0
2022-04-03 17:15:00+0000,94.0,,,
2022-04-03 17:30:00+0000,18.0,,,
2022-04-03 17:45:00+0000,0.0,,,
2022-04-03 18:00:00+0000,0.0,808.0,,0.0
2022-04-03 18:15:00+0000,0.0,,,
2022-04-03 18:30:00+0000,0.0,,,
2022-04-03 18:45:00+0000,0.0,,,
2022-04-03 19:00:00+0000,0.0,771.0,,0.0
2022-04-03 19:15:00+0000,1.0,,,
2022-04-03 19:30:00+0000,13.0,,,
2022-04-03 19:45:00+0000,13.0,,,
2022-04-03 20:00:00+0000,0.0,671.0,,0.0
2022-04-03 20:15:00+0000,0.0,,,
2022-04-03 20:30:00+0000,0.0,,,
2022-04-03 20:45:00+0000,5.0,,,
2022-04-03 21:00:00+0000,29.0,742.0,,0.0
2022-04-03 21:15:00+0000,36.0,,,
2022-04-03 21:30:00+0000,56.0,,,
2022-04-03 21:45:00+0000,59.0,,,
2022-04-03 22:00:00+0000,99.0,779.0,,0.0
2022-04-03 22:15:00+0000,102.0,,,
2022-04-03 22:30:00+0000,107.0,,,
2022-04-03 22:45:00+0000,112.0,,,
2022-04-03 23:00:00+0000,123.0,752.0,,0.0
2022-04-03 23:15:00+0000,95.0,,,
2022-04-03 23:30:00+0000,94.0,,,
2022-04-03 23:45:00+0000,89.0,,,
2022-04-04 00:00:00+0000,108.0,818.0,,0.0
2022-04-04 00:15:00+0000,96.0,,,
2022-04-04 00:30:00+0000,99.0,,,
2022-04-04 00:45:00+0000,102.0,,,
2022-04-04 01:00:00+0000,109.0,724.0,,0.0
2022-04-04 01:15:00+0000,106.0,,,
2022-04-04 01:30:00+0000,97.0,,,
2022-04-04 01:45:00+0000,90.0,,,
2022-04-04 02:00:00+0000,83.0,702.0,,0.0
2022-04-04 02:15:00+0000,74.0,,,
2022-04-04 02:30:00+0000,66.0,,,
2022-04-04 02:45:00+0000,63.0,,,
2022-04-04 03:00:00+0000,46.0,631.0,,0.0
2022-04-04 03:15:00+0000,45.0,,,
2022-04-04 03:30:00+0000,35.0,,,
2022-04-04 03:45:00+0000,20.0,,,
2022-04-04 04:00:00+0000,2.0,788.0,,0.0
2022-04-04 04:15:00+0000,0.0,,,
2022-04-04 04:30:00+0000,0.0,,,
2022-04-04 04:45:00+0000,0.0,,,
2022-04-04 05:00:00+0000,0.0,883.0,,0.0
2022-04-04 05:15:00+0000,0.0,,,
2022-04-04 05:30:00+0000,0.0,,,
2022-04-04 05:45:00+0000,0.0,,,
2022-04-04 06:00:00+0000,0.0,862.0,,0.0
2022-04-04 06:15:00+0000,0.0,,,
2022-04-04 06:30:00+0000,0.0,,,
2022-04-04 06:45:00+0000,0.0,,,
2022-04-04 07:00:00+0000,0.0,542.0,,83.0
2022-04-04 07:15:00+0000,0.0,,,
2022-04-04 07:30:00+0000,0.0,,,
2022-04-04 07:45:00+0000,0.0,,,
2022-04-04 08:00:00+0000,0.0,786.0,,0.0
2022-04-04 08:15:00+0000,0.0,,,
2022-04-04 08:30:00+0000,0.0,,,
2022-04-04 08:45:00+0000,0.0,,,
2022-04-04 09:00:00+0000,0.0,886.0,,0.0
2022-04-04 09:15:00+0000,0.0,,,
2022-04-04 09:30:00+0000,0.0,,,
2022-04-04 09:45:00+0000,0.0,,,
2022-04-04 10:00:00+0000,0.0,768.0,,19.0
2022-04-04 10:15:00+0000,0.0,,,
2022-04-04 10:30:00+0000,0.0,,,
2022-04-04 10:45:00+0000,0.0,,,
2022-04-04 11:00:00+0000,0.0,866.0,,0.0
2022-04-04 11:15:00+0000,0.0,,,
2022-04-04 11:30:00+0000,0.0,,,
2022-04-04 11:45:00+0000,0.0,,,
2022-04-04 12:00:00+0000,0.0,944.0,,0.0
2022-04-04 12:15:00+0000,0.0,,,
2022-04-04 12:30:00+0000,0.0,,,
2022-04-04 12:45:00+0000,0.0,,,
2022-04-04 13:00:00+0000,0.0,953.0,,0.0
2022-04-04 13:15:00+0000,0.0,,,
2022-04-04 13:30:00+0000,0.0,,,
2022-04-04 13:45:00+0000,0.0,,,
2022-04-04 14:00:00+0000,0.0,928.0,,0.0
2022-04-04 14:15:00+0000,0.0,,,
2022-04-04 14:30:00+0000,0.0,,,
2022-04-04 14:45:00+0000,0.0,,,
2022-04-04 15:00:00+0000,0.0,846.0,,0.0
2022-04-04 15:15:00+0000,0.0,,,
2022-04-04 15:30:00+0000,0.0,,,
2022-04-04 15:45:00+0000,0.0,,,
2022-04-04 16:00:00+0000,0.0,811.0,,0.0
2022-04-04 16:15:00+0000,0.0,,,
2022-04-04 16:30:00+0000,0.0,,,
2022-04-04 16:45:00+0000,0.0,,,
2022-04-04 17:00:00+0000,0.0,879.0,,0.0
2022-04-04 17:15:00+0000,0.0,,,
2022-04-04 17:30:00+0000,0.0,,,
2022-04-04 17:45:00+0000,0.0,,,
2022-04-04 18:00:00+0000,0.0,645.0,,7.0
2022-04-04 18:15:00+0000,0.0,,,
2022-04-04 18:30:00+0000,0.0,,,
2022-04-04 18:45:00+0000,0.0,,,
2022-04-04 19:00:00+0000,0.0,565.0,,0.0
2022-04-04 19:15:00+0000,0.0,,,
2022-04-04 19:30:00+0000,2.0,,,
2022-04-04 19:45:00+0000,11.0,,,
2022-04-04 20:00:00+0000,2.0,521.0,,0.0
2022-04-04 20:15:00+0000,0.0,,,
2022-04-04 20:30:00+0000,0.0,,,
2022-04-04 20:45:00+0000,0.0,,,
2022-04-04 21:00:00+0000,0.0,346.0,,0.0
2022-04-04 21:15:00+0000,0.0,,,
2022-04-04 21:30:00+0000,0.0,,,
2022-04-04 21:45:00+0000,0.0,,,
2022-04-04 22:00:00+0000,0.0,177.0,,0.0
2022-04-04 22:15:00+0000,0.0,,,
2022-04-04 22:30:00+0000,0.0,,,
2022-04-04 22:45:00+0000,3.0,,,
2022-04-04 23:00:00+0000,3.0,135.0,,35.0
2022-04-04 23:15:00+0000,3.0,,,
2022-04-04 23:30:00+0000,8.0,,,
2022-04-04 23:45:00+0000,7.0,,,
2022-04-05 00:00:00+0000,11.0,162.0,,33.0
2022-04-05 00:15:00+0000,9.0,,,
2022-04-05 00:30:00+0000,8.0,,,
2022-04-05 00:45:00+0000,13.0,,,
2022-04-05 01:00:00+0000,10.0,94.0,,110.0
2022-04-05 01:15:00+0000,9.0,,,
2022-04-05 01:30:00+0000,1.0,,,
2022-04-05 01:45:00+0000,1.0,,,
2022-04-05 02:00:00+0000,3.0,126.0,,59.0
2022-04-05 02:15:00+0000,10.0,,,
2022-04-05 02:30:00+0000,6.0,,,
2022-04-05 02:45:00+0000,14.0,,,
2022-04-05 03:00:00+0000,33.0,105.0,,0.0
2022-04-05 03:15:00+0000,43.0,,,
2022-04-05 03:30:00+0000,31.0,,,
2022-04-05 03:45:00+0000,14.0,,,
2022-04-05 04:00:00+0000,23.0,350.0,,0.0
2022-04-05 04:15:00+0000,9.0,,,
2022-04-05 04:30:00+0000,0.0,,,
2022-04-05 04:45:00+0000,0.0,,,
2022-04-05 05:00:00+0000,0.0,604.0,,0.0
2022-04-05 05:15:00+0000,0.0,,,
2022-04-05 05:30:00+0000,0.0,,,
2022-04-05 05:45:00+0000,0.0,,,
2022-04-05 06:00:00+0000,0.0,622.0,,0.0
2022-04-05 06:15:00+0000,0.0,,,
2022-04-05 06:30:00+0000,0.0,,,
2022-04-05 06:45:00+0000,0.0,,,
2022-04-05 07:00:00+0000,0.0,728.0,,0.0
2022-04-05 07:15:00+0000,0.0,,,
2022-04-05 07:30:00+0000,0.0,,,
2022-04-05 07:45:00+0000,0.0,,,
2022-04-05 08:00:00+0000,0.0,906.0,,0.0
2022-04-05 08:15:00+0000,0.0,,,
2022-04-05 08:30:00+0000,0.0,,,
2022-04-05 08:45:00+0000,0.0,,,
2022-04-05 09:00:00+0000,0.0,754.0,,0.0
2022-04-05 09:15:00+0000,0.0,,,
2022-04-05 09:30:00+0000,0.0,,,
2022-04-05 09:45:00+0000,0.0,,,
2022-04-05 10:00:00+0000,0.0,599.0,,0.0
2022-04-05 10:15:00+0000,0.0,,,
2022-04-05 10:30:00+0000,0.0,,,
2022-04-05 10:45:00+0000,0.0,,,
2022-04-05 11:00:00+0000,0.0,699.0,,0.0
2022-04-05 11:15:00+0000,0.0,,,
2022-04-05 11:30:00+0000,0.0,,,
2022-04-05 11:45:00+0000,0.0,,,
2022-04-05 12:00:00+0000,0.0,907.0,,0.0
2022-04-05 12:15:00+0000,0.0,,,
2022-04-05 12:30:00+0000,0.0,,,
2022-04-05 12:45:00+0000,7.0,,,
2022-04-05 13:00:00+0000,30.0,895.0,,0.0
2022-04-05 13:15:00+0000,37.0,,,
2022-04-05 13:30:00+0000,21.0,,,
2022-04-05 13:45:00+0000,15.0,,,
2022-04-05 14:00:00+0000,19.0,843.0,,0.0
2022-04-05 14:15:00+0000,15.0,,,
2022-04-05 14:30:00+0000,1.0,,,
2022-04-05 14:45:00+0000,0.0,,,
2022-04-05 15:00:00+0000,0.0,954.0,,0.0
2022-04-05 15:15:00+0000,0.0,,,
2022-04-05 15:30:00+0000,0.0,,,
2022-04-05 15:45:00+0000,0.0,,,
2022-04-05 16:00:00+0000,0.0,960.0,,0.0
2022-04-05 16:15:00+0000,0.0,,,
2022-04-05 16:30:00+0000,0.0,,,
2022-04-05 16:45:00+0000,0.0,,,
2022-04-05 17:00:00+0000,0.0,865.0,,0.0
2022-04-05 17:15:00+0000,0.0,,,
2022-04-05 17:30:00+0000,0.0,,,
2022-04-05 17:45:00+0000,0.0,,,
2022-04-05 18:00:00+0000,0.0,949.0,,0.0
2022-04-05 18:15:00+0000,0.0,,,
2022-04-05 18:30:00+0000,0.0,,,
2022-04-05 18:45:00+0000,0.0,,,
2022-04-05 19:00:00+0000,0.0,762.0,,0.0
2022-04-05 19:15:00+0000,0.0,,,
2022-04-05 19:30:00+0000,0.0,,,
2022-04-05 19:45:00+0000,0.0,,,
2022-04-05 20:00:00+0000,0.0,544.0,,0.0
2022-04-05 20:15:00+0000,0.0,,,
2022-04-05 20:30:00+0000,0.0,,,
2022-04-05 20:45:00+0000,0.0,,,
2022-04-05 21:00:00+0000,0.0,590.0,,0.0
2022-04-05 21:15:00+0000,0.0,,,
2022-04-05 21:30:00+0000,0.0,,,
2022-04-05 21:45:00+0000,0.0,,,
2022-04-05 22:00:00+0000,0.0,706.0,,0.0
2022-04-05 22:15:00+0000,0.0,,,
2022-04-05 22:30:00+0000,0.0,,,
2022-04-05 22:45:00+0000,0.0,,,
2022-04-05 23:00:00+0000,0.0,976.0,,0.0
2022-04-05 23:15:00+0000,0.0,,,
2022-04-05 23:30:00+0000,0.0,,,
2022-04-05 23:45:00+0000,0.0,,,
2022-04-06 00:00:00+0000,0.0,1032.0,,0.0
2022-04-06 00:15:00+0000,0.0,,,
2022-04-06 00:30:00+0000,0.0,,,
2022-04-06 00:45:00+0000,0.0,,,
2022-04-06 01:00:00+0000,0.0,963.0,,0.0
2022-04-06 01:15:00+0000,0.0,,,
2022-04-06 01:30:00+0000,0.0,,,
2022-04-06 01:45:00+0000,0.0,,,
2022-04-06 02:00:00+0000,0.0,828.0,,0.0
2022-04-06 02:15:00+0000,0.0,,,
2022-04-06 02:30:00+0000,0.0,,,
2022-04-06 02:45:00+0000,0.0,,,
2022-04-06 03:00:00+0000,0.0,642.0,,0.0
2022-04-06 03:15:00+0000,0.0,,,
2022-04-06 03:30:00+0000,0.0,,,
2022-04-06 03:45:00+0000,0.0,,,
2022-04-06 04:00:00+0000,0.0,504.0,,28.0
2022-04-06 04:15:00+0000,0.0,,,
2022-04-06 04:30:00+0000,0.0,,,
2022-04-06 04:45:00+0000,0.0,,,
2022-04-06 05:00:00+0000,0.0,330.0,,261.0
2022-04-06 05:15:00+0000,0.0,,,
2022-04-06 05:30:00+0000,0.0,,,
2022-04-06 05:45:00+0000,0.0,,,
2022-04-06 06:00:00+0000,0.0,359.0,,131.0
2022-04-06 06:15:00+0000,0.0,,,
2022-04-06 06:30:00+0000,0.0,,,
2022-04-06 06:45:00+0000,0.0,,,
2022-04-06 07:00:00+0000,0.0,498.0,,0.0
2022-04-06 07:15:00+0000,0.0,,,
2022-04-06 07:30:00+0000,0.0,,,
2022-04-06 07:45:00+0000,0.0,,,
2022-04-06 08:00:00+0000,0.0,773.0,,0.0
2022-04-06 08:15:00+0000,0.0,,,
2022-04-06 08:30:00+0000,0.0,,,
2022-04-06 08:45:00+0000,0.0,,,
2022-04-06 09:00:00+0000,0.0,760.0,,0.0
2022-04-06 09:15:00+0000,0.0,,,
2022-04-06 09:30:00+0000,0.0,,,
2022-04-06 09:45:00+0000,0.0,,,
2022-04-06 10:00:00+0000,0.0,594.0,,0.0
2022-04-06 10:15:00+0000,0.0,,,
2022-04-06 10:30:00+0000,0.0,,,
2022-04-06 10:45:00+0000,0.0,,,
2022-04-06 11:00:00+0000,0.0,809.0,,0.0
2022-04-06 11:15:00+0000,0.0,,,
2022-04-06 11:30:00+0000,0.0,,,
2022-04-06 11:45:00+0000,0.0,,,
2022-04-06 12:00:00+0000,0.0,916.0,,0.0
2022-04-06 12:15:00+0000,0.0,,,
2022-04-06 12:30:00+0000,0.0,,,
2022-04-06 12:45:00+0000,0.0,,,
2022-04-06 13:00:00+0000,51.0,936.0,,0.0
2022-04-06 13:15:00+0000,72.0,,,
2022-04-06 13:30:00+0000,74.0,,,
2022-04-06 13:45:00+0000,54.0,,,
2022-04-06 14:00:00+0000,85.0,920.0,,0.0
2022-04-06 14:15:00+0000,87.0,,,
2022-04-06 14:30:00+0000,84.0,,,
2022-04-06 14:45:00+0000,80.0,,,
2022-04-06 15:00:00+0000,73.0,857.0,,0.0
2022-04-06 15:15:00+0000,48.0,,,
2022-04-06 15:30:00+0000,40.0,,,
2022-04-06 15:45:00+0000,18.0,,,
2022-04-06 16:00:00+0000,0.0,899.0,,0.0
2022-04-06 16:15:00+0000,0.0,,,
2022-04-06 16:30:00+0000,0.0,,,
2022-04-06 16:45:00+0000,0.0,,,
2022-04-06 17:00:00+0000,0.0,898.0,,0.0
2022-04-06 17:15:00+0000,0.0,,,
2022-04-06 17:30:00+0000,0.0,,,
2022-04-06 17:45:00+0000,0.0,,,
2022-04-06 18:00:00+0000,0.0,755.0,,0.0
2022-04-06 18:15:00+0000,0.0,,,
2022-04-06 18:30:00+0000,0.0,,,
2022-04-06 18:45:00+0000,0.0,,,
2022-04-06 19:00:00+0000,0.0,747.0,,0.0
2022-04-06 19:15:00+0000,14.0,,,
2022-04-06 19:30:00+0000,32.0,,,
2022-04-06 19:45:00+0000,34.0,,,
2022-04-06 20:00:00+0000,5.0,619.0,,0.0
2022-04-06 20:15:00+0000,0.0,,,
2022-04-06 20:30:00+0000,0.0,,,
2022-04-06 20:45:00+0000,0.0,,,
2022-04-06 21:00:00+0000,0.0,646.0,,0.0
2022-04-06 21:15:00+0000,0.0,,,
2022-04-06 21:30:00+0000,0.0,,,
2022-04-06 21:45:00+0000,0.0,,,
2022-04-06 22:00:00+0000,0.0,906.0,,0.0
2022-04-06 22:15:00+0000,0.0,,,
2022-04-06 22:30:00+0000,0.0,,,
2022-04-06 22:45:00+0000,0.0,,,
2022-04-06 23:00:00+0000,0.0,949.0,,0.0
2022-04-06 23:15:00+0000,0.0,,,
2022-04-06 23:30:00+0000,0.0,,,
2022-04-06 23:45:00+0000,0.0,,,
2022-04-07 00:00:00+0000,0.0,958.0,,0.0
2022-04-07 00:15:00+0000,0.0,,,
2022-04-07 00:30:00+0000,0.0,,,
2022-04-07 00:45:00+0000,0.0,,,
2022-04-07 01:00:00+0000,0.0,930.0,,0.0
2022-04-07 01:15:00+0000,0.0,,,
2022-04-07 01:30:00+0000,0.0,,,
2022-04-07 01:45:00+0000,0.0,,,
2022-04-07 02:00:00+0000,0.0,877.0,,0.0
2022-04-07 02:15:00+0000,0.0,,,
2022-04-07 02:30:00+0000,0.0,,,
2022-04-07 02:45:00+0000,0.0,,,
2022-04-07 03:00:00+0000,0.0,913.0,,0.0
2022-04-07 03:15:00+0000,0.0,,,
2022-04-07 03:30:00+0000,0.0,,,
2022-04-07 03:45:00+0000,0.0,,,
2022-04-07 04:00:00+0000,0.0,988.0,,0.0
2022-04-07 04:15:00+0000,0.0,,,
2022-04-07 04:30:00+0000,0.0,,,
2022-04-07 04:45:00+0000,0.0,,,
2022-04-07 05:00:00+0000,0.0,902.0,,0.0
2022-04-07 05:15:00+0000,0.0,,,
2022-04-07 05:30:00+0000,0.0,,,
2022-04-07 05:45:00+0000,0.0,,,
2022-04-07 06:00:00+0000,0.0,698.0,,0.0
2022-04-07 06:15:00+0000,0.0,,,
2022-04-07 06:30:00+0000,0.0,,,
2022-04-07 06:45:00+0000,0.0,,,
2022-04-07 07:00:00+0000,0.0,664.0,,0.0
2022-04-07 07:15:00+0000,0.0,,,
2022-04-07 07:30:00+0000,0.0,,,
2022-04-07 07:45:00+0000,0.0,,,
2022-04-07 08:00:00+0000,0.0,791.0,,0.0
2022-04-07 08:15:00+0000,0.0,,,
2022-04-07 08:30:00+0000,0.0,,,
2022-04-07 08:45:00+0000,0.0,,,
2022-04-07 09:00:00+0000,0.0,795.0,,0.0
2022-04-07 09:15:00+0000,0.0,,,
2022-04-07 09:30:00+0000,0.0,,,
2022-04-07 09:45:00+0000,0.0,,,
2022-04-07 10:00:00+0000,0.0,900.0,,0.0
