Unnamed: 0,Unit,PowerCapacity,Nunits,Zone,Zone_th,Zone_h2,Technology,Fuel,Efficiency,MinUpTime,MinDownTime,RampUpRate,RampDownRate,StartUpCost,NoLoadCost_pu,RampingCost,PartLoadMin,MinEfficiency,StartUpTime,CO2Intensity,CHPType,CHPPowerToHeat,CHPPowerLossFactor,CHPMaxHeat,COP,Tnominal,coef_COP_a,coef_COP_b,STOCapacity,STOSelfDischarge,STOMaxChargingPower,STOChargingEfficiency,WaterWithdrawal,WaterConsumption,Company
,Sigmundshall,11.0,1.0,DE,,,STUR,GAS,0.3564,1.0,,,,,,,,,,,,,,,,,,,,,,,,,K+S AG
,IHKW Heidenheim,18.9,1.0,DE,,,STUR,GAS,0.4004,1.0,,,,,,,,,,,,,,,,,,,,,,,,,Sales & Solutions GmbH
,Kraftwerk,3.0,1.0,DE,,,STUR,GAS,0.3795,1.0,,,,,,,,,,,,,,,,,,,,,,,,,Martinswerk GmbH
,Energiezentrale 1992,9.5,1.0,DE,,,STUR,GAS,0.3762,1.0,,,,,,,,,,,,,,,,,,,,,,,,,Flughafen München GmbH
,Erweiterung Energiezentrale 2003,7.44,1.0,DE,,,STUR,GAS,0.3883,1.0,,,,,,,,,,,,,,,,,,,,,,,,,Terminal 2 Gesellschaft mbH & Co oHG
,HBB,24.0,1.0,DE,,,STUR,GAS,0.3861,0.0,,,,,,,,,,,,,,,,,,,,,,,,,HBB Heizkraftwerk Bauernfeind Betreibergesellschaft mbh
,K&N PFK AG EV,13.11,1.0,DE,,,COMC,GAS,0.5085,5.0,,,,,,,,,,,,,,,,,,,,,,,,,Kübler & Niethammer Papierfabrik Kriebstein AG
,INEOS Kraftwerk,24.0,1.0,DE,,,STUR,GAS,0.3795,0.0,,,,,,,,,,,,,,,,,,,,,,,,,INEOS Solvents Germany GmbH
,HKW Pfaffenwald,35.1375,3.0,DE,,,STUR,GAS,0.3575,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,Universität Stuttgart
,KWK-Anlage,14.8,1.0,DE,,,COMC,GAS,0.549,5.0,,,,,,,,,,,,,,,,,,,,,,,,,CR3-Kaffeeveredelung M. Hermsen GmbH
,PKV Kraftwerk,58.1,1.0,DE,,,STUR,GAS,0.3729,0.0,,,,,,,,,,,,,,,,,,,,,,,,,Papier- u. Kartonfabrik Varel GmbH & Co. KG
,PKV Kraftwerk,0.48,1.0,DE,,,STUR,GAS,0.3498,1.0,,,,,,,,,,,,,,,,,,,,,,,,,Papier- u. Kartonfabrik Varel GmbH & Co. KG
,Holthausen,84.0,1.0,DE,,,STUR,GAS,0.3278,0.0,,,,,,,,,,,,,,,,,,,,,,,,,Henkel AG & Co. KGaA
,Heizkraftwerk,27.0,1.0,DE,,,STUR,GAS,0.38,0.0,,,,,,,,,,,,,,,,,,,,,,,,,DS Smith Paper Deutschland GmbH
,GuD-Anlage,47.0,1.0,DE,,,COMC,GAS,0.5985,5.0,,,,,,,,,,,,,,,,,,,,,,,,,DS Smith Paper Deutschland GmbH
,EVC / GLOBALFOUNDRIES,34.3,1.0,DE,,,STUR,GAS,0.3828,0.0,,,,,,,,,,,,,,,,,,,,,,,,,Energieversorgungscenter Dresden-Wilschdorf GmbH & Co. KG
,EZ1,23.3,1.0,DE,,,STUR,GAS,0.3773,0.0,,,,,,,,,,,,,,,,,,,,,,,,,"Südzucker AG, Werk Zeitz"
,Heizkraftwerk zur Papierfabrik,18.1,1.0,DE,,,STUR,GAS,0.3806,1.0,,,,,,,,,,,,,,,,,,,,,,,,,Delkeskamp Verpackungswerke GmbH
,Steinitz,11.4,1.0,DE,,,STUR,GAS,0.3839,1.0,,,,,,,,,,,,,,,,,,,,,,,,,Neptune Energy Deutschland GmbH
,FS-Karton,18.879,1.0,DE,,,STUR,GAS,0.3762,1.0,,,,,,,,,,,,,,,,,,,,,,,,,FS-Karton GmbH
,STW,18.72,1.0,DE,,,STUR,GAS,0.3817,1.0,,,,,,,,,,,,,,,,,,,,,,,,,Schoeller Technocell GmbH & Co. KG
,Heizkraftwerk Evonik Rheinfelden,15.68,1.0,DE,,,STUR,GAS,0.3619,1.0,,,,,,,,,,,,,,,,,,,,,,,,,Evonik Degussa GmbH
,KWK AOS GmbH,30.72,1.0,DE,,,GTUR,GAS,0.4112,0.0,,,,,,,,,,,,,,,,,,,,,,,,,Aluminium Oxid Stade GmbH
,GT1 ,4.2,1.0,DE,,,GTUR,GAS,0.3618,0.0,,,,,,,,,,,,,,,,,,,,,,,,,Prinovis GmbH & Co. KG
,GT2 ,4.2,1.0,DE,,,GTUR,GAS,0.3618,0.0,,,,,,,,,,,,,,,,,,,,,,,,,Prinovis GmbH & Co. KG
,GT3 ,5.1,1.0,DE,,,GTUR,GAS,0.3644,0.0,,,,,,,,,,,,,,,,,,,,,,,,,Prinovis GmbH & Co. KG
,GT4 ,5.1,1.0,DE,,,GTUR,GAS,0.367,0.0,,,,,,,,,,,,,,,,,,,,,,,,,Prinovis GmbH & Co. KG
,GUD-Anlage DREWSEN,13.0,1.0,DE,,,COMC,GAS,0.54,5.0,,,,,,,,,,,,,,,,,,,,,,,,,DREWSEN SPEZIALPAPIERE GmbH & Co. KG
,Gas- u. Dampfturbinenanlage Südraum,38.61,1.0,DE,,,STUR,GAS,0.3982,0.0,,,,,,,,,,,,,,,,,,,,,,,,,ZF Friedrichshafen AG
,GTKW Darmstadt,94.6,1.0,DE,,,GTUR,GAS,0.4138,4.0,,,,,,,,,,,,,,,,,,,,,,,,,Entega AG
,Heizkraftwerk Stendal,13.2,1.0,DE,,,STUR,GAS,0.3784,1.0,,,,,,,,,,,,,,,,,,,,,,,,,"Stadtwerke - Altmärkische Gas-, Wasser- u. E-Werke Stendal GmbH"
,Kraftwerk 3,26.2,1.0,DE,,,STUR,GAS,0.3982,0.0,,,,,,,,,,,,,,,,,,,,,,,,,Papierfabrik Adolf Jass GmbH & Co. KG
,Kraftwerk 2,7.5,1.0,DE,,,STUR,GAS,0.3652,1.0,,,,,,,,,,,,,,,,,,,,,,,,,Papierfabrik Adolf Jass GmbH & Co. KG
,Werk Nordstemmen,30.6,1.0,DE,,,STUR,GAS,0.3333,0.0,,,,,,,,,,,,,,,,,,,,,,,,,"Nordzucker AG, Werk Nordstemmen"
,Werk Clauen,17.11,1.0,DE,,,STUR,GAS,0.3883,1.0,,,,,,,,,,,,,,,,,,,,,,,,,"Nordzucker AG, Werk Clauen"
,Heizkraftwerk Krefeld,12.6,1.0,DE,,,STUR,GAS,0.3971,1.0,,,,,,,,,,,,,,,,,,,,,,,,,SWK ENERGIE GmbH
,BHKW H.120,21.1,1.0,DE,,,STUR,GAS,0.3982,1.0,,,,,,,,,,,,,,,,,,,,,,,,,Daimler AG
,BHKW,13.04,1.0,DE,,,STUR,GAS,0.3993,1.0,,,,,,,,,,,,,,,,,,,,,,,,,Daimler AG
,HKW Wiesengrund,22.1,1.0,DE,,,STUR,GAS,0.3773,0.0,,,,,,,,,,,,,,,,,,,,,,,,,Opel Automobile GmbH
,Werk Klein Wanzleben,23.4,1.0,DE,,,STUR,GAS,0.3784,0.0,,,,,,,,,,,,,,,,,,,,,,,,,Nordzucker AG
,BP Werk Lingen,66.0,1.0,DE,,,STUR,GAS,0.3806,0.0,,,,,,,,,,,,,,,,,,,,,,,,,BP Europa SE
,HKW 1 Werk Offstein,30.0,1.0,DE,,,STUR,GAS,0.3421,0.0,,,,,,,,,,,,,,,,,,,,,,,,,Südzucker AG Mannheim
,Gemeinschaftskraftwerk Weig,11.4,1.0,DE,,,COMC,GAS,0.504,5.0,,,,,,,,,,,,,,,,,,,,,,,,,Moritz J. Weig GmbH & Co KG
,Gemeinschaftskraftwerk Weig,27.4,1.0,DE,,,COMC,GAS,0.5985,5.0,,,,,,,,,,,,,,,,,,,,,,,,,Moritz J. Weig GmbH & Co KG
,Gemeinschaftskraftwerk Weig,8.4,1.0,DE,,,STUR,GAS,0.3531,1.0,,,,,,,,,,,,,,,,,,,,,,,,,Moritz J. Weig GmbH & Co KG
,Heizkraftwerk Bomlitz,12.75,1.0,DE,,,STUR,GAS,0.3509,1.0,,,,,,,,,,,,,,,,,,,,,,,,,Sales & Solutions GmbH
,Industriekraftwerk Greifswald,38.0,1.0,DE,,,STUR,GAS,0.3993,0.0,,,,,,,,,,,,,,,,,,,,,,,,,Industriekraftwerk Greifswald GmbH
,HKW Freiberg,13.4,1.0,DE,,,STUR,GAS,0.3993,1.0,,,,,,,,,,,,,,,,,,,,,,,,,Freiberger Erdgas GmbH
,HKW-Mitte,10.1,1.0,DE,,,STUR,GAS,0.363,1.0,,,,,,,,,,,,,,,,,,,,,,,,,Stadtwerke Lemgo GmbH
,Kraftwerk IV,60.76,1.0,DE,,,STUR,GAS,0.4026,0.0,,,,,,,,,,,,,,,,,,,,,,,,,Evonik Degussa GmbH
,BHKW Braunschweig,10.4,1.0,DE,,,STUR,GAS,0.4004,1.0,,,,,,,,,,,,,,,,,,,,,,,,,Volkswagen AG
,Energiezentrale 2016,16.8,1.0,DE,,,STUR,GAS,0.4004,1.0,,,,,,,,,,,,,,,,,,,,,,,,,Flughafen München GmbH
,Niehl 3,459.9,1.0,DE,,,STUR,GAS,0.4026,4.0,,,,,,,,,,,,,,,,,,,,,,,,,RheinEnergie AG
,Heizkraftwerk FL,78.0,1.0,DE,,,COMC,GAS,0.612,5.0,,,,,,,,,,,,,,110.7219512195122,,,,,,,,,,,Stadtwerke Flensburg GmbH
,KW Mittelsbüren,444.5,1.0,DE,,,COMC,GAS,0.612,4.0,,,,,,,,,,,,,,,,,,,,,,,,,Gemeinschaftskraftwerk Bremen GmbH und Co. KG
,Energieversogung Wedding,15.0,1.0,DE,,,STUR,GAS,0.3542,1.0,,,,,,,,,,,,,,,,,,,,,,,,,Bayer AG
,Ford Saarlouis,22.0,1.0,DE,,,STUR,GAS,0.4026,0.0,,,,,,,,,,,,,,,,,,,,,,,,,Ford-Werke GmbH
,Regensburg,13.25,2.0,DE,,,STUR,GAS,0.4004,1.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,BMW AG
,Gasturbinen-HKW St. Wendel,19.5,1.0,DE,,,GTUR,GAS,0.4164,0.0,,,,,,,,,,,,,,,,,,,,,,,,,Fresenius Medical Care Deutschland GmbH
,HKW West M5,38.7,1.0,DE,,,STUR,GAS,0.4048,0.0,,,,,,,,,,,,,,,,,,,,,,,,,Mainova AG
,KWK Dingolfing BA 1,16.0,1.0,DE,,,STUR,GAS,0.4037,1.0,,,,,,,,,,,,,,,,,,,,,,,,,BMW AG
,K5/T7,29.0,1.0,DE,,,STUR,GAS,0.4026,0.0,,,,,,,,,,,,,,,,,,,,,,,,,Stadtwerke Flensburg GmbH
,HKW 3 Stuttgart-Gaisburg,29.151,1.0,DE,,,STUR,GAS,0.4048,0.0,,,,,,,,,,,,,,,,,,,,,,,,,EnBW Energie Baden-Württemberg AG
,HKW Dresden-Nord,11.5,1.0,DE,,,STUR,GAS,0.4048,1.0,,,,,,,,,,,,,,,,,,,,,,,,,DREWAG Stadtwerke Dresden GmbH
,HKW Lusan,17.3,1.0,DE,,,STUR,GAS,0.4048,1.0,,,,,,,,,,,,,,,,,,,,,,,,,ENGIE Deutschland GmbH
,HKW Tinz,22.1,1.0,DE,,,STUR,GAS,0.4048,0.0,,,,,,,,,,,,,,,,,,,,,,,,,ENGIE Deutschland GmbH
,GM,10.0,1.0,DE,,,STUR,GAS,0.4048,1.0,,,,,,,,,,,,,,,,,,,,,,,,,TEAG Thüringer Energie AG
,KWK Landshut,17.6,1.0,DE,,,STUR,GAS,0.4059,1.0,,,,,,,,,,,,,,,,,,,,,,,,,BMW AG
,Dampfturbine 5,38.7,1.0,DE,,,STUR,GAS,0.4048,0.0,,,,,,,,,,,,,,,,,,,,,,,,,Mainova AG
,KWK-Anlage Neukochen,15.0,1.0,DE,,,STUR,GAS,0.341,1.0,,,,,,,,,,,,,,,,,,,,,,,,,Papierfabrik Palm GmbH & Co. KG
,Dingolfing BA2,13.5,1.0,DE,,,STUR,GAS,0.4059,1.0,,,,,,,,,,,,,,,,,,,,,,,,,BMW AG
,Küstenkraftwerk K.I.E.L.,188.0,1.0,DE,,,STUR,GAS,0.4059,0.0,,,,,,,,,,,,,,,,,,,,,,,,,Stadtwerke Kiel AG
,Werk 1.1,13.5,1.0,DE,,,STUR,GAS,0.4059,1.0,,,,,,,,,,,,,,,,,,,,,,,,,BMW AG
,Werk 1.5,13.6,1.0,DE,,,STUR,GAS,0.4059,1.0,,,,,,,,,,,,,,,,,,,,,,,,,BMW AG
,Brokdorf,1410.0,1.0,DE,,,STUR,NUC,0.33,24.0,,,,,,,,,,,,,,,,,,,,,,,,,Preussen Elektra GmbH
,Grohnde,1360.0,1.0,DE,,,STUR,NUC,0.33,24.0,,,,,,,,,,,,,,,,,,,,,,,,,Preussen Elektra GmbH
,Isar 2,1410.0,1.0,DE,,,STUR,NUC,0.33,24.0,,,,,,,,,,,,,,,,,,,,,,,,,Preussen Elektra GmbH
,Grafenrheinfeld,1275.0,1.0,DE,,,STUR,NUC,0.405,24.0,,,,,,,,,,,,,,,,,,,,,,,,,E.ON Kernkraft GmbH
,Kernkraft Gundremmingen ,2572.0,2.0,DE,,,STUR,NUC,0.33,24.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,RWE Power AG
,Kernkraftwerk Emsland,1336.0,1.0,DE,,,STUR,NUC,0.33,24.0,,,,,,,,,,,,,,,,,,,,,,,,,RWE Power AG
,Gemeinschaftskernkraftwerk Neckarwestheim II,1310.0,1.0,DE,,,STUR,NUC,0.33,24.0,,,,,,,,,,,,,,,,,,,,,,,,,EnBW Energie Baden-Württemberg AG
,Kernkraftwerk Philippsburg 2,1402.0,1.0,DE,,,STUR,NUC,0.33,24.0,,,,,,,,,,,,,,,,,,,,,,,,,EnBW Energie Baden-Württemberg AG
,Werkskraftwerk Sappi Alfeld,2.8,1.0,DE,,,STUR,OIL,0.3784,4.0,,,,,,,,,,,,,,,,,,,,,,,,,Sappi Alfeld GmbH
,Wilmersdorf,276.0,2.0,DE,,,GTUR,OIL,0.3202,1.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,Vattenfall Wärme Berlin AG
,Moabit,34.0,1.0,DE,,,GTUR,OIL,0.3046,0.0,,,,,,,,,,,,,,,,,,,,,,,,,Vattenfall Wärme Berlin AG
,Moabit,17.0,1.0,DE,,,GTUR,OIL,0.3046,0.0,,,,,,,,,,,,,,,,,,,,,,,,,Vattenfall Wärme Berlin AG
,KW Mittelsbüren,86.0,1.0,DE,,,GTUR,OIL,0.315,1.0,,,,,,,,,,,,,,,,,,,,,,,,,swb Erzeugung AG & Co. KG
,Brunsbüttel,254.0,4.0,DE,,,GTUR,OIL,0.27,1.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,Vattenfall Europe Nuclear Energy GmbH
,GT,86.2,1.0,DE,,,GTUR,OIL,0.3072,1.0,,,,,,,,,,,,,,,,,,,,,,,,,Stadtwerke Düsseldorf AG
,HKW Flensburg,30.0,1.0,DE,,,COMC,OIL,0.4868,6.0,,,,,,,,,,,,,,42.58536585365854,,,,,,,,,,,Stadtwerke Flensburg GmbH
,Kraftwerk Fulda,24.8,1.0,DE,,,STUR,OIL,0.3971,4.0,,,,,,,,,,,,,,,,,,,,,,,,,RhönEnergie Fulda GmbH
,Spitzenlastkraftwerk Sermuth,17.0,1.0,DE,,,STUR,OIL,0.3795,4.0,,,,,,,,,,,,,,,,,,,,,,,,,envia THERM GmbH
,Spitzenlastkraftwerk Großkayna,120.0,1.0,DE,,,GTUR,OIL,0.3644,1.0,,,,,,,,,,,,,,,,,,,,,,,,,envia THERM GmbH
,Ingolstadt,386.0,1.0,DE,,,STUR,OIL,0.3553,4.0,,,,,,,,,,,,,,,,,,,,,,,,,Uniper Kraftwerke GmbH 
,Ingolstadt,386.0,1.0,DE,,,STUR,OIL,0.3564,4.0,,,,,,,,,,,,,,,,,,,,,,,,,Uniper Kraftwerke GmbH 
,Kraftwerk Hausham,93.6,4.0,DE,,,GTUR,OIL,0.3332,1.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,Peissenberger Kraftwerksgesellschaft mbH
,MiRO,70.0,2.0,DE,,,STUR,OIL,0.3795,8.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,MiRO Mineraloelraffinerie Oberrhein GmbH & Co. KG
,Shell Deutschland Oil GmbH,97.1,1.0,DE,,,COMC,OIL,0.38,6.0,,,,,,,,,,,,,,235.0,,,,,,,,,,,Shell Deutschland Oil GmbH
,Raffineriekraftwerk,92.5,1.0,DE,,,COMC,OIL,0.38,6.0,,,,,,,,,,,,,,208.0,,,,,,,,,,,TOTAL Raffinerie Mitteldeutschland GmbH
,Dampfkraftwerk Marbach am Neckar,77.4,1.0,DE,,,GTUR,OIL,0.3046,1.0,,,,,,,,,,,,,,,,,,,,,,,,,EnBW Energie Baden-Württemberg AG
,Dampfkraftwerk Marbach am Neckar,85.0,1.0,DE,,,COMC,OIL,0.38,6.0,,,,,,,,,,,,,,,,,,,,,,,,,EnBW Energie Baden-Württemberg AG
,Dampfkraftwerk Marbach am Neckar,263.5,1.0,DE,,,COMC,OIL,0.38,6.0,,,,,,,,,,,,,,,,,,,,,,,,,EnBW Energie Baden-Württemberg AG
,Itzehoe,88.0,1.0,DE,,,STUR,OIL,0.3542,8.0,,,,,,,,,,,,,,,,,,,,,,,,,Uniper Kraftwerke GmbH 
,Audorf,87.0,1.0,DE,,,STUR,OIL,0.3553,8.0,,,,,,,,,,,,,,,,,,,,,,,,,Uniper Kraftwerke GmbH 
,IKS PCK Schwedt,333.5,5.0,DE,,,STUR,OIL,0.37906,4.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,PCK Raffinerie GmbH
,Restmüll-Heizkraftwerk Stuttgart-Münster,23.3,1.0,DE,,,STUR,OIL,0.3564,4.0,,,,,,,,,,,,,,95.11506849315067,,,,,,,,,,,EnBW Energie Baden-Württemberg AG
,Restmüll-Heizkraftwerk Stuttgart-Münster,23.3,1.0,DE,,,STUR,OIL,0.3564,4.0,,,,,,,,,,,,,,95.11506849315067,,,,,,,,,,,EnBW Energie Baden-Württemberg AG
,Restmüll-Heizkraftwerk Stuttgart-Münster,23.3,1.0,DE,,,STUR,OIL,0.3564,4.0,,,,,,,,,,,,,,95.11506849315067,,,,,,,,,,,EnBW Energie Baden-Württemberg AG
,Irsching,415.0,1.0,DE,,,STUR,OIL,0.3564,4.0,,,,,,,,,,,,,,25.0,,,,,,,,,,,Uniper Kraftwerke GmbH 
,Kraftwerk Walheim,136.0,1.0,DE,,,GTUR,OIL,0.3306,1.0,,,,,,,,,,,,,,,,,,,,,,,,,EnBW Energie Baden-Württemberg AG
,SKW Gasturbine,24.0,1.0,DE,,,GTUR,OIL,0.3488,0.0,,,,,,,,,,,,,,,,,,,,,,,,,Allgäuer Überlandwerk GmbH
,SKW Diesel,10.5,1.0,DE,,,STUR,OIL,0.3608,4.0,,,,,,,,,,,,,,,,,,,,,,,,,Allgäuer Überlandwerk GmbH
,Wedel,50.5,1.0,DE,,,GTUR,OIL,0.3072,0.0,,,,,,,,,,,,,,,,,,,,,,,,,Vattenfall Hamburg Wärme GmbH
,Wedel,50.5,1.0,DE,,,GTUR,OIL,0.3072,0.0,,,,,,,,,,,,,,,,,,,,,,,,,Vattenfall Hamburg Wärme GmbH
,Kraftwerk Werdohl-Elverlingsen,206.0,1.0,DE,,,STUR,OIL,0.3575,8.0,,,,,,,,,,,,,,,,,,,,,,,,,Mark-E AG
,Wilhelmshaven,56.0,1.0,DE,,,GTUR,OIL,0.3098,0.0,,,,,,,,,,,,,,,,,,,,,,,,,Uniper Kraftwerke GmbH 
,Spitzenlastanlage Barmen,60.0,1.0,DE,,,COMC,OIL,0.38,6.0,,,,,,,,,,,,,,54.53368022813257,,,,,,,,,,,WSW Energie & Wasser AG
,Zolling,50.0,1.0,DE,,,GTUR,OIL,0.3176,0.0,,,,,,,,,,,,,,,,,,,,,,,,,ENGIE Deutschland AG
,Abfallentsorgungszentrum Asdonkshof,4.8,1.0,DE,,,STUR,OIL,0.3817,4.0,,,,,,,,,,,,,,,,,,,,,,,,,Kreis Weseler Abfallgesellschaft mbH & Co. KG (KWA)
,DKW Nord,11.4,1.0,DE,,,STUR,OIL,0.3718,4.0,,,,,,,,,,,,,,,,,,,,,,,,,Vereinigte Wertach-Elektrizitätswerke GmbH
,DKW Leinau,11.4,1.0,DE,,,STUR,OIL,0.3608,4.0,,,,,,,,,,,,,,,,,,,,,,,,,Vereinigte Wertach-Elektrizitätswerke GmbH
,Kraftwerk,90.0,1.0,DE,,,STUR,OIL,0.3432,8.0,,,,,,,,,,,,,,,,,,,,,,,,,Basell Polyolefine GmbH
,Kraftwerk,0.8,1.0,DE,,,STUR,OIL,0.3795,4.0,,,,,,,,,,,,,,,,,,,,,,,,,Martinswerk GmbH
,EEV,38.0,1.0,DE,,,STUR,OIL,0.3784,4.0,,,,,,,,,,,,,,,,,,,,,,,,,Nynas GmbH & Co KG 
,Notstromdiesel,0.5,1.0,DE,,,STUR,OIL,0.3751,4.0,,,,,,,,,,,,,,,,,,,,,,,,,DS Smith Paper Deutschland GmbH
,Spitzenkraftwerk,19.0,1.0,DE,,,STUR,OIL,0.24,4.0,,,,,,,,,,,,,,,,,,,,,,,,,Eurowatt Spitzenkraft GmbH
,KW Mittelsbüren,160.0,1.0,DE,,,STUR,OTH,0.3,4.0,,,,,,,,,,,,,,,,,,,,,,,,,ArcelorMittal Bremen GmbH
,KW Mittelsbüren,110.0,1.0,DE,,,STUR,OTH,0.3,4.0,,,,,,,,,,,,,,,,,,,,,,,,,swb Erzeugung GmbH & Co. KG
,Duisburg Ruhrort 2,60.0,1.0,DE,,,STUR,OTH,0.3,4.0,,,,,,,,,,,,,,,,,,,,,,,,,ThyssenKrupp Steel Europe AG
,Duisburg Ruhrort 3,95.0,1.0,DE,,,STUR,OTH,0.3,4.0,,,,,,,,,,,,,,,,,,,,,,,,,ThyssenKrupp Steel Europe AG
,Duisburg Ruhrort 4,170.0,1.0,DE,,,STUR,OTH,0.3,4.0,,,,,,,,,,,,,,,,,,,,,,,,,ThyssenKrupp Steel Europe AG
,EBS-Heizkraftwerk,23.5,1.0,DE,,,STUR,OTH,0.3,4.0,,,,,,,,,,,,,,,,,,,,,,,,,Progroup Power 1 GmbH
,IKW,101.0,2.0,DE,,,STUR,OTH,0.3,4.0,,,,,,,,,,,,,,80.0,,,,,,,,,,,ArcelorMittal Eisenhüttenstadt GmbH
,HKW West,19.7,1.0,DE,,,STUR,OTH,0.3,4.0,,,,,,,,,,,,,,33.63414634146341,,,,,,,,,,,Mainova AG
,Duisburg Hamborn 3,59.0,1.0,DE,,,STUR,OTH,0.3,4.0,,,,,,,,,,,,,,,,,,,,,,,,,ThyssenKrupp Steel Europe AG
,Duisburg Hamborn 4,101.0,1.0,DE,,,STUR,OTH,0.3,4.0,,,,,,,,,,,,,,,,,,,,,,,,,ThyssenKrupp Steel Europe AG
,Duisburg Hamborn 5,225.0,1.0,DE,,,STUR,OTH,0.3,4.0,,,,,,,,,,,,,,150.0,,,,,,,,,,,ThyssenKrupp Steel Europe AG
,Huckingen,606.0,2.0,DE,,,COMC,OTH,1.0,5.0,,,,,,,,,,,,,,68.0,,,,,,,,,,,Hüttenwerke Krupp Mannesmann GmbH
,ILK-GuD,8.7,1.0,DE,,,COMC,OTH,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,InfraLeuna GmbH
,ILK-EKT,14.0,1.0,DE,,,STUR,OTH,0.3,4.0,,,,,,,,,,,,,,,,,,,,,,,,,InfraLeuna GmbH
,ILK-GuD,20.0,1.0,DE,,,COMC,OTH,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,InfraLeuna GmbH
,Kraftwerk Nord,87.5,1.0,DE,,,COMC,OTH,1.0,5.0,,,,,,,,,,,,,,280.0,,,,,,,,,,,BASF SE
,Heizkraftwerk NMS,53.6,1.0,DE,,,STUR,OTH,0.3,4.0,,,,,,,,,,,,,,,,,,,,,,,,,SWN Stadtwerke Neumünster GmbH
,Kraftwerk Salzgitter,288.5,3.0,DE,,,STUR,OTH,0.3,4.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,Salzgitter Flachstahl GmbH
,Gichtgaskraftwerk Dillingen,85.0,1.0,DE,,,STUR,OTH,0.3,4.0,,,,,,,,,,,,,,,,,,,,,,,,,"Aktien-Gesellschaft der Dillinger Hüttenwerke, ROGESA Roheisengesellschaft Saar mbH und Zentralkokerei Saar GmbH, als Bruchteilsgemeinschaft"
,UPM Schongau,6.0,1.0,DE,,,STUR,OTH,0.3,4.0,,,,,,,,,,,,,,,,,,,,,,,,,UPM GmbH
,O10,94.2,5.0,DE,,,GTUR,OTH,1.0,4.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,Ineos Manufacturing Deutschland GmbH
,Oxea GmbH,38.0,1.0,DE,,,STUR,OTH,0.3,4.0,,,,,,,,,,,,,,,,,,,,,,,,,OXEA Produktion GmbH & Co.KG
,DK Kraftwerk,21.0,1.0,DE,,,STUR,OTH,0.3,4.0,,,,,,,,,,,,,,,,,,,,,,,,,DK Recycling und Roheisen GmbH
,EBS-Kraftwerk Witzenhausen,28.0,1.0,DE,,,STUR,OTH,0.3,4.0,,,,,,,,,,,,,,,,,,,,,,,,,B+T Energie GmbH
,Gemeinschaftskraftwerk Weig,10.3,1.0,DE,,,STUR,OTH,0.3,4.0,,,,,,,,,,,,,,,,,,,,,,,,,Moritz J. Weig GmbH & Co KG
,Kraftwerk Raffinerie Heide,44.5,1.0,DE,,,STUR,OTH,0.3,4.0,,,,,,,,,,,,,,,,,,,,,,,,,Raffinerie Heide GmbH
,Werk Kalscheuren,26.5,1.0,DE,,,STUR,OTH,0.3,4.0,,,,,,,,,,,,,,,,,,,,,,,,,Orion Engineered Carbons GmbH
,Speicherfarm Leipzig,12.5,1.0,DE,,,STUR,OTH,0.3,4.0,,,,,,,,,,,,,,,,,,,,,,,,,BMW AG
,Reuter,36.0,1.0,DE,,,STUR,WHT,0.33,0.0,,,,,,,,,,,,,,,,,,,,,,,,,Vattenfall Wärme Berlin AG
,Dampfturbinenanlage der EBS-Kessel,35.0,1.0,DE,,,COMC,WHT,0.33,5.0,,,,,,,,,,,,,,46.26780626780626,,,,,,,,,,,Solvay Chemicals GmbH
,MVA Bielefeld,34.0,1.0,DE,,,STUR,WHT,0.33,0.0,,,,,,,,,,,,,,,,,,,,,,,,,MVA Bielefeld-Herford GmbH
,Heizkraftwerk Karlstraße,12.0,1.0,DE,,,STUR,WHT,0.33,1.0,,,,,,,,,,,,,,,,,,,,,,,,,Energie- und Wasserversorgung Bonn/Rhein-Sieg GmbH
,KW Hafen,33.0,1.0,DE,,,STUR,WHT,0.33,0.0,,,,,,,,,,,,,,,,,,,,,,,,,swb Entsorgung GmbH & Co. KG
,DT,102.6,2.0,DE,,,STUR,WHT,0.33,4.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,Stadtwerke Düsseldorf AG
,MHKW Frankfurt,72.5,2.0,DE,,,STUR,WHT,0.33,8.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,Mainova AG
,EEW Großräschen,23.3,1.0,DE,,,STUR,WHT,0.33,0.0,,,,,,,,,,,,,,,,,,,,,,,,,EEW Energy from Waste Großräschen GmbH
,MVR Müllverwertung Rugenberger Damm GmbH & Co. KG,24.0,1.0,DE,,,STUR,WHT,0.33,4.0,,,,,,,,,,,,,,,,,,,,,,,,,MVR Müllverwertung Rugenberger Damm GmbH & Co. KG
